code_uic,cp,a2021,a2020,2019,a2018,a2017,a2016,a2015
87342048,62121,71432,67305,97848,92323,96451,92084,92018
87171702,2190,12294,10436,8796,6155,7368,8979,9821
87313098,80470,141082,131401,168438,157681,163330,154908,162534
87713636,21110,21511,19409,25004,24241,25375,24134,26267
87319012,13592,4487146,3167797,5529463,5534968,5690886,5235505,5212927
87746115,73410,90061,67880,106006,84275,99810,86676,86131
87741645,73200,286202,232455,356454,334196,386448,380028,411838
87615195,81000,57591,37520,51855,44787,55019,52084,63723
87721266,69250,251269,188123,240974,231762,248505,234131,242051
87775288,30100,497091,384842,542284,521900,576382,551574,523513
87394205,28300,25521,24910,26442,23309,23907,25333,23290
87481192,44150,969924,778934,1248518,1157751,1203715,1115563,1076664
87575332,86700,10031,7457,9770,8847,9727,11143,13583
87726406,42160,21399,20292,37934,25637,23002,19698,24472
87484048,49000,23674,18317,23126,16070,12708,12663,16649
87583005,16000,1784600,1307929,2148663,2014635,2158917,1986721,2020819
87745497,74100,1279646,809866,887222,772613,992382,958873,977439
87317255,62134,3630,412,811,2643,12147,18542,19182
87296459,60400,6565,5965,7990,7832,6961,6728,5493
87582668,33120,1171230,919669,1292779,1080760,1083803,943996,958525
87144410,88380,54228,40349,64056,51087,53916,52117,58746
87597120,36200,181533,148238,192154,161190,168092,157769,170559
87753657,13200,670183,407461,784438,734699,812595,769614,782385
87342014,62000,3724885,3277711,5371360,5075699,5452299,5172884,5182086
87394486,28290,9504,7471,8096,7113,7322,6770,6001
87543058,45410,74019,60524,71415,62685,62856,60354,61368
87594465,19190,6209,5011,8137,6662,8054,7895,8467
87317230,62770,7418,589,1133,1414,5041,7936,9640
87444059,14250,14265,10779,15635,14323,16234,16471,16984
87281428,62370,290404,246811,312681,291570,305750,292105,288767
87545657,28700,21915,16876,30190,30121,31784,33197,32939
87476200,56400,1084849,779322,1109909,982728,1037396,998220,988235
87713347,21130,323215,308332,373690,338385,355617,340160,337148
87543207,75016,984899,836594,1773182,1804822,1836151,1838993,1832910
87718551,25690,10155,13740,21973,15850,17198,17448,19852
87448514,50300,19124,13362,16899,16954,24311,23086,28911
87171561,51160,41948,42312,58894,59687,67310,67550,64703
87437806,17440,9707,7205,11310,9352,11792,12485,13118
87141408,54122,8498,7448,10951,10053,11678,12881,15799
87271494,95700,6312246,5035012,15283854,14961932,14704083,13581113,13021148
87613604,46270,1924,920,1569,3358,4727,4038,4367
87394411,28120,95047,67661,79178,76427,74398,75577,77159
87342592,62580,540,640,852,687,951,1628,1035
87313569,60250,7808,6145,10295,10936,11831,11228,14172
87474189,29380,29217,25645,28103,22562,22688,23072,23529
87175042,55000,422143,349939,520730,476511,519100,484575,518672
87118299,10200,75139,79554,89686,74247,83462,81953,83007
87615757,12160,10006,7645,9837,6223,6141,6053,5699
87582759,33720,17115,14286,19071,17065,20850,21672,23455
87574152,45130,11469,8932,16635,14919,12138,11273,11778
87718460,25110,221292,193902,230033,200332,213721,212465,219640
87611723,31450,72192,52111,55961,50573,68316,67474,74680
87317198,62990,13682,1744,2379,2962,13336,23410,26699
87491076,17800,27,55,89,11,200,205,396
87141804,54940,20628,17494,25006,23040,28306,28504,28800
87276550,95270,160085,70829,182798,188233,182248,178318,173862
87784892,66760,46,23,78,33,4,10,2
87214122,67230,432888,364911,568087,499387,491647,456915,452956
87584268,24100,348562,249033,231789,339295,371690,343754,361849
87592352,87370,3049,3064,4347,4566,5126,5404,4818
87215335,57930,18806,15676,21267,21396,20083,20717,19951
87718007,25000,2099019,1744777,2368816,2141025,2327766,2242759,2333037
87276642,95550,693514,340303,737892,707523,700747,668488,635190
87144188,88430,45,806,1175,1579,2871,3142,3041
87582478,33380,954079,731413,1064982,948818,960526,857708,877757
87757690,6410,256868,188389,341782,284370,299102,244870,314143
87713073,21540,36394,36567,36585,35558,43707,39990,42547
87574475,37150,176794,127337,182004,174670,173976,159769,160351
87721787,69620,27078,23861,35206,28578,25221,46924,49282
87784801,66210,3333,2147,1965,1188,1378,1473,1720
87478065,35270,3107,3261,4671,4713,7397,8156,6891
87581009,33800,20314398,13807523,21821796,19853073,18492961,15059756,14891776
87317016,62200,302752,260656,393366,357726,383423,365365,383316
87757534,83700,23267,13038,19593,11894,15423,22844,25803
87723429,38300,1439055,961337,1933201,1838905,1915356,1771897,1672808
87486324,85480,1058,320,949,729,573,716,1587
87684118,77780,155144,83212,151614,138473,127852,114171,103948
87682138,91800,2906672,1921990,3487143,3585833,3677684,3712941,3725311
87726216,42160,34858,26961,43426,33990,37248,32178,36970
87182659,68380,29562,28763,30219,27185,28724,31159,31894
87317180,62170,1330,380,152,3,451,514,1431
87131961,1460,34660,25344,35922,32292,32521,38422,44243
87448084,61220,31297,24431,37420,34356,35494,34775,32692
87594002,19100,971200,672706,1012543,948604,1080750,1045725,1113072
87694166,71190,5014,5732,4836,6919,7856,6225,5896
87682120,91800,3464332,920246,5141272,5045320,4964873,4792605,4604922
87592162,19170,5689,4761,7502,5992,5810,5815,7142
87316067,80300,2579,2843,2990,2632,3036,2704,2244
87613000,46000,441033,329807,414505,373914,443887,435792,448317
87756395,6320,95563,74013,99635,77459,89868,73501,67959
87172353,8110,14028,10707,20213,20816,24363,28893,31371
87615039,11400,348633,259728,352252,309127,384937,372905,368305
87584136,33350,181516,133458,126556,165780,186208,173563,187413
87345561,59540,126324,102999,160222,132101,144371,133481,144088
87473066,22350,49281,42095,55299,45131,36453,31786,27383
87381905,95800,2055037,5992100,12236286,12279673,12347999,12213175,11996226
87583690,16210,22195,16085,22302,16505,16052,14990,17180
87683128,89340,74932,57749,80015,53895,58963,58208,63772
87381475,78570,826353,331726,719119,757040,796777,823290,838046
87486332,85110,12552,8294,17727,17660,15532,16152,19927
87722710,69630,89155,74261,91801,80970,77448,65119,59240
87721530,69260,265726,227926,315943,302447,316262,294320,283231
87381194,95750,186583,61405,216668,210567,211762,207620,204576
87142000,52000,368713,310448,490468,481459,559935,562790,600403
87393173,92370,817000,538929,1505780,1623827,1754176,1860522,1963899
87116111,77500,7258472,5503458,10874698,10902348,10947125,10797607,10591778
87393637,91380,455942,343304,1027095,1025321,1033197,1018999,998852
87783290,48100,20,59,22,15,25,15,87
87342220,62920,3386,3389,5799,4462,5183,6643,6723
87484303,49280,564293,402313,624853,588766,676452,651787,690784
87751230,4160,11083,7155,18133,31432,40836,38741,39276
87543066,28210,5504,3302,3720,3358,4982,4606,3856
87574665,37110,69991,52114,68702,58237,57896,61802,66646
87471524,35220,486621,448423,581537,521666,523929,502365,487793
87597005,36000,771747,700057,1006520,910567,984930,938803,981109
87758607,75001,23513054,7980634,32978142,32450133,31827871,30742412,29526620
87611376,31550,92186,72035,102217,98091,130112,123578,123392
87782607,63000,278096,248104,326766,310048,383228,362136,386177
87313304,60600,1004422,875850,1211075,1144411,1210066,1148242,1154895
87784256,66190,85175,61975,101806,82088,97534,68177,89884
87594382,24570,21220,15934,28351,28841,33306,32350,33378
87713537,21700,8681,12146,15088,12843,13228,12360,13779
87345132,62680,14460,12501,33746,33675,35421,31557,30520
87781161,11110,2668,2409,4105,2708,2550,2154,2427
87394221,28190,421695,308137,407625,377459,371373,365994,384193
87481804,44220,42387,33555,56980,46990,37526,32029,32373
87613232,12110,3332,2310,3204,3123,3594,3520,3690
87761783,26400,53630,52330,75386,58015,59650,57212,56260
87608802,94600,6072149,1904409,7763379,7588995,7375710,7064928,6748141
87725713,71680,27922,16541,27490,24107,25708,22115,19655
87741074,1350,245044,189548,326085,256445,287683,277122,278419
87214551,67120,80022,67074,106254,88930,80157,69926,69998
87142497,88320,186,41,261,406,601,581,579
87700146,90400,1007,948,1924,87,0,0,0
87734673,43270,2160,2094,3386,2834,6034,8542,7577
87673202,40100,1208755,794978,1164973,1080759,1163250,1092530,1121643
87696484,58300,74071,61224,94895,78441,94386,90908,101184
87297143,2270,9055,10378,9871,11496,13503,13129,13255
87415018,76200,669507,537971,796347,717188,721683,684565,733730
87478073,35120,384796,295448,427379,380495,404127,379307,394141
87281006,59140,1571548,1379970,2146399,1848111,1952193,1868161,1948766
87214536,67120,110016,90922,138972,142482,143119,145130,139137
87613174,46340,697,267,215,151,308,347,352
87784207,66200,58495,36863,65786,64944,78349,67193,73536
87765826,84700,74397,49169,99479,96934,116305,68044,39616
87214221,67680,26908,21334,26024,22409,24355,26404,30750
87590356,44240,29592,27016,41140,33668,31751,23906,20552
87611707,31750,53746,45517,57402,49190,64311,62219,63141
87272096,60110,40101,32345,44886,42395,44624,38543,32991
87681601,91100,207462,101432,281500,301824,324412,342324,360066
87784827,66800,255,138,181,228,96,77,82
87313387,60190,47579,35533,49403,43288,45439,45473,46836
87571422,37320,22226,17079,25371,28381,24786,22696,21833
87193516,57450,687,930,2505,2646,3296,3169,3275
87182626,68470,22995,23468,25221,24528,26713,29281,27050
87611962,31150,14,14,22,7,42,64,1094
87316752,80190,0,0,10,238,397,547,574
87696633,58190,1149,668,1356,1032,989,895,810
87784769,66360,3213,2240,3012,2886,3009,3703,3614
87485326,79230,30792,27613,28194,31508,32571,29733,28785
87471201,35390,13835,12307,16822,13342,9697,10415,12838
87313841,60220,2151,1692,1747,1394,1277,1231,478
87576108,18500,24973,21722,27253,25818,25935,22704,24726
87142240,52320,44133,37461,36457,33271,34600,32376,33672
87773556,34110,413342,279780,367634,350713,423739,406562,401340
87141077,54390,50077,33962,54606,46822,45636,37882,41051
87444182,14630,9513,9392,19546,15018,15249,13308,10752
87574533,41160,3856,2479,3872,3447,3635,4175,3792
87615252,81600,366628,287638,329121,255107,301624,280319,288958
87212332,67760,215421,192661,243205,224116,226000,208740,200663
87313262,60120,1921,1782,1790,2805,2269,1408,2426
87113860,93320,4574239,6591131,3150620,3233856,3297972,3299886,3304052
87393348,78125,678866,119283,287054,284182,285161,278919,271971
87718577,25650,10390,13290,21293,16559,16797,13031,21001
87611772,32200,49236,37732,54608,43555,56408,51139,57265
87582858,33190,4266,3107,3176,1725,2468,3028,2968
87172130,8600,75160,65458,81721,79315,89898,92403,102220
87576876,41130,62263,46244,56134,49554,53522,55532,53581
87755397,83590,25694,17023,26393,21017,20367,20036,18252
87613141,46300,103255,75932,96737,84878,97678,97145,100610
87276246,95190,2004993,2643838,5227952,5196033,5171933,5045910,4912463
87615377,31380,18035,16440,18618,13357,13242,13393,11090
87747402,38610,686340,551556,894346,772998,837144,748799,758231
87214593,67190,167991,159916,211292,189944,194057,187503,177838
87746248,74570,85991,67698,76660,68730,77445,67629,63268
87142265,52320,1222,1808,3576,2697,2071,1915,1642
87213223,67110,84884,72612,79706,64665,64765,72360,75320
87597609,23000,55050,41808,79157,75117,87870,81869,83399
87342261,62190,2895,2413,2454,3036,3193,3738,4195
87313114,80310,34438,32903,43635,39230,39105,37668,42167
87413302,76700,3944,3338,4761,4029,4578,5481,6840
87286096,59320,51198,40675,61310,56343,71492,66311,66832
87316059,80113,6721,4490,5151,3945,4278,4628,4917
87286062,59260,941,1452,3251,3003,2678,3459,4392
87677005,64700,309145,223715,429575,370721,414813,390902,458763
87381889,95220,2982632,1702962,3341643,3353417,3380147,3342904,3221262
87182329,68420,54133,46806,51225,51605,56497,53434,47744
87212167,67270,255252,225438,289164,257706,272514,260968,262622
87213413,67250,17942,15442,20638,18341,18232,21663,20874
87213686,67720,236286,199606,262474,248690,247972,247311,246304
87141473,54180,9155,6841,7963,6689,5519,4059,5255
87193540,57990,25896,36599,38274,34386,34555,35070,37398
87755629,83400,572805,365960,532361,489062,537675,427502,248414
87394437,28120,268972,190068,207955,192194,185400,178885,183481
87484360,49123,55226,37354,60098,56089,62191,66843,69883
87481622,44520,19007,14172,20099,19694,24814,21193,21166
87345397,59141,4585,5446,7181,5870,6973,6520,7871
87141010,54140,34886,30636,41635,32184,30080,27277,25777
87295014,59460,62954,62713,92964,73200,72038,69142,75639
87175091,52300,49377,39873,57765,53597,61577,63789,68019
87393512,78350,542195,308399,829498,833186,844660,840393,829490
87545244,91260,41887674,21871129,40222510,43157732,42199755,40463299,38614086
87193664,57412,11747,7484,10784,12902,12170,12860,13738
87338525,67100,163885,149166,206425,209658,214492,202022,188725
87191312,57110,999,1135,929,622,561,1398,1865
87113886,93190,753017,1018355,856326,869325,878787,872604,865256
87721431,69210,715485,612641,950385,911819,975753,911712,919562
87756809,6440,18129,17737,36730,31953,33789,24023,21104
87342436,59480,269871,242702,339416,318305,344024,327529,301583
87387142,27190,5242,4318,5879,6705,10923,10024,8913
87297085,2140,2997,2878,3202,4266,5251,5950,5906
87590364,44240,20741,14849,21028,17143,15547,13054,12746
87474221,29800,70489,71590,74192,71687,72890,66200,62521
87726232,42480,7312,5484,9693,6627,7385,5073,7065
87381871,95530,877452,412039,863960,875843,890871,888918,894694
87775254,30110,22005,14586,18485,19328,24853,24681,19051
87746842,74400,272,217,330,370,202,239,322
87571513,37390,100,591,1498,1822,1468,1766,1699
87592808,87800,2251,1776,2759,2753,2819,2226,2861
87486423,85150,52342,38867,57654,50511,52838,50390,47771
87164798,93200,9777230,6700974,15759876,15486341,15307926,14819294,14298405
87592295,87380,2804,3009,3740,2613,2569,4509,4962
87486019,85000,992645,714668,1102979,1059245,1126164,1093014,1132205
87485003,17000,2606852,1887280,2830359,2511730,2618172,2242371,2388270
87592378,23300,162211,130158,238442,224841,250017,232792,242616
87396366,72210,102898,76263,156941,167541,185663,190340,189437
87393256,78320,1913278,1785924,4138664,4420623,4756541,5019988,5270556
87641191,3100,719,635,453,321,328,411,777
87212316,67610,30439,24431,48018,39613,40097,51688,49467
87611129,31800,0,230,149,230,926,1310,962
87715219,25160,6856,5664,8043,7977,9101,11347,8873
87582551,40210,74588,51758,73331,61925,59972,49775,50611
87615526,81290,6922,4084,7055,5795,7676,7179,8753
87612028,31670,8633,8161,11329,9169,11923,13774,18291
87592147,19170,1528,870,1118,918,1212,777,854
87611434,31200,46036,34168,42915,30550,30941,29161,32813
87116319,77400,2624826,1587104,3821213,3784219,3760262,3668740,3561964
87172072,8800,12973,12463,13098,13466,13866,14169,15579
87276204,60290,182346,149764,216752,188990,201504,189531,176956
87718437,25820,18126,15728,16678,13102,14954,13604,12249
87753731,13113,33790,22952,39147,30637,31118,26519,24474
87584243,24680,841,300,750,601,646,1289,1321
87417501,38190,133377,111790,177862,145158,145878,128247,129970
87474270,29400,178212,142321,189189,161156,156427,155315,165764
87295642,59550,11053,11742,20066,17320,18718,18121,18448
87571828,37130,257398,187040,270177,265823,258389,238328,239394
87473223,22300,283669,197244,278099,240091,239673,219925,212904
87763755,5300,12238,9031,17947,20265,24952,24148,24927
87683268,89400,468352,290429,453908,425926,494144,492836,510598
87781583,34260,1217,663,1053,965,666,845,1279
87681395,91000,2262218,1349141,2937587,2961835,2997353,2976043,2937923
87595751,24480,33183,23717,36727,43165,49851,47744,52212
87775825,30740,6140,3148,1551,833,467,598,234
87734160,63670,142300,132225,165263,148699,175637,169886,181096
87478743,53940,16978,13634,33964,48174,48536,49447,49794
87747220,38690,100421,80000,103290,91910,87471,84438,90125
87645473,15300,9536,6284,16717,22312,23083,29538,25580
87481424,44330,205432,176704,261461,229230,230553,200280,183978
87741470,38480,126284,111278,179897,207280,256461,229279,260827
87295857,59530,401249,380930,530612,492494,495518,463982,508509
87764472,7400,3480,3311,8047,4794,1967,4536,9167
87345025,62300,1547810,1327286,2138178,1994360,2198889,2138149,2132431
87721555,69210,313288,273796,417136,391407,395910,341186,330415
87781559,34233,228,144,221,110,107,75,92
87113845,93250,946919,1618216,1049625,1064397,1072490,1063744,1050903
87317305,62100,17846,14946,30715,25605,26935,24662,22148
87575118,86220,3648,2261,2882,2501,2828,2355,3146
87746776,74400,4288,3262,3969,4505,7626,6921,3717
87594564,46110,2016,1101,1358,1383,1479,1638,2784
87487876,49350,55385,41186,60806,53053,51409,48540,52118
87486449,85100,474717,337733,489533,454952,487027,465236,462320
87546226,94310,1131310,548437,1247139,1281314,1318722,1333471,1345018
87723718,1700,142660,104316,201026,183734,203731,186855,178469
87276212,60140,223385,199281,316244,298020,320926,307332,300934
87381210,60240,18934,14353,23845,25428,31326,30593,30159
87718130,25440,8761,8911,7137,4209,5420,7003,8435
87286005,59000,20171260,17603244,27607050,24410240,25055228,23314544,23772895
87381582,78520,756757,359551,671707,630158,592489,544316,532193
87212274,67150,75186,65038,100755,95107,88136,82384,86933
87682401,77000,101959,51652,112341,107957,104859,98867,93577
87313122,80510,134980,119785,175526,175305,194017,185253,184290
87313817,76260,3056,948,744,1346,2093,2731,3376
87272195,60150,19333,13925,22887,22726,23440,21085,18279
87116137,77650,660085,368201,824175,816896,818352,800623,780859
87597104,36350,39,45,388,752,980,1088,955
87478511,53950,208,100,158,968,1006,1001,1609
87734368,48250,633,370,437,228,392,195,113
87581181,33290,49986,37832,44365,37270,31621,19439,26090
87215160,57820,59383,50185,73763,68739,62679,57524,59662
87276576,95270,438258,201311,500028,499525,496949,419434,353586
87611558,9250,8402,5151,9222,8507,10892,9797,9369
87576363,36360,20077,12396,12090,12893,14251,15517,15277
87722025,69286,7329538,5669298,9782065,7471166,7619399,7412715,7441559
87144048,88600,1429,570,1703,3741,4271,4202,5395
87741439,73610,48545,40970,56105,55118,63877,53151,60382
87481366,44270,71593,54369,79509,66000,68551,61895,48422
87745588,74140,46415,28442,22807,17101,22105,18531,17134
87746412,74300,23993,18143,24673,18787,21825,16746,20754
87592279,87380,11895,13287,13498,13083,12782,11319,14010
87683847,89270,4580,3609,5072,3429,2971,2359,2584
87681155,94700,9556579,5704366,13624825,13921116,14180872,14204397,14171754
87476689,56220,50063,30972,37905,31400,28905,26645,26583
87718510,25620,12182,15420,21159,17418,19376,17105,18392
87485060,17230,310,376,843,576,1412,1995,1423
87271882,2880,0,0,1,1,1,10,37
87342188,62161,5573,9351,14208,13588,20374,21672,22069
87287169,59252,10,140,42,121,13,14,6
87784629,66320,1419,659,589,385,578,595,567
87597625,23210,4258,3458,6328,3445,5327,4472,4083
87144295,88320,9880,5565,6953,10896,11297,11700,13316
87393702,91300,2955965,2265388,3659500,3961877,5038677,3278434,2800899
87471227,44290,2309,1210,7720,10227,8028,8415,11547
87381483,78570,601236,251355,519455,539598,562963,575732,573999
87396580,72360,19727,16029,33455,36665,33544,34907,35328
87783605,48000,28964,23418,26910,26699,26957,28816,27755
87574194,41500,247199,176433,285636,266397,273336,264216,282408
87184408,90400,30976,19146,33018,1385,0,0,0
87381830,78250,608161,279314,544247,515702,488974,452944,464652
87147322,55220,245392,178001,294068,299141,306562,269422,253133
87751370,13650,39002,36743,68148,69327,84717,81655,85837
87742007,73500,229826,193988,243026,242963,254203,230291,231669
87597674,23320,598,391,1341,1277,1462,1515,1376
87611244,82000,1404670,1044259,1310482,1209352,1434746,1382314,1401464
87471086,35360,215707,181650,266976,218045,212344,203332,206894
87672113,64800,284,157,439,246,361,180,414
87611699,82700,60683,47521,54779,43759,55637,54208,51823
87694307,71210,107684,68536,78852,69086,85623,93253,100200
87491183,17130,37979,23555,45974,39578,38497,30199,35834
87296418,2440,14903,10896,12805,13215,17121,15710,17477
87396291,72450,11697,11272,35207,43923,46945,50314,52305
87381160,95650,21034,11168,19162,22831,27669,32647,31502
87684100,77690,132847,123409,214722,217333,220429,218474,216959
87413724,76290,17515,14499,22450,23296,30880,32244,35185
87641001,3100,280202,239140,376779,386620,432186,429584,475707
87611848,31850,39009,34704,40745,36713,47958,44147,47262
87184275,68210,61878,56853,80973,77246,80588,69764,67143
87746867,74660,3434,2607,4393,4196,3327,3238,3052
87715433,39400,8355,5674,4844,2979,3589,3392,2632
87673103,40110,236183,173160,216259,184891,196185,178132,183129
87682278,77250,1502530,906114,1436155,1504220,1580699,1626767,1669911
87192286,57340,86458,67681,95491,85641,94951,88379,92337
87212456,67470,3201,2617,4919,3323,3462,3894,4910
87182063,68053,5361433,4485393,7000488,6651754,6808851,6508448,6601410
87182394,68140,265177,257017,306775,315192,345654,345048,343104
87725689,71000,1307771,1036061,1519578,1401182,1509237,1417296,1529635
87713065,21410,43075,36504,35042,33070,34726,35658,35307
87313064,80340,42876,35184,39174,35096,32162,30772,29761
87278259,33000,80857,64264,141346,108444,89808,76646,83656
87725838,1660,44867,40104,41775,41173,42703,39153,43827
87313379,80710,1366,413,459,598,794,1198,1084
87575167,86630,4861,3618,8067,5377,3317,3850,4050
87571547,37360,14943,13053,15069,15307,14988,18315,18864
87141507,54230,21389,13677,26275,20336,17214,16825,23481
87696005,58000,964653,699532,1096248,1023305,1100460,1039452,1094729
87756353,6300,2334975,1901005,3140749,2645310,2781357,2243964,2260849
87756254,6200,1348624,1007357,2085292,1746451,1852579,1427719,1345721
87116566,2310,367152,283466,490265,440909,421798,380751,376537
87574368,37210,3678,2881,2951,2553,2147,2412,3212
87543157,41600,29593,26442,35637,35741,40678,39239,39077
87172023,8700,33050,20182,22170,22648,30330,37045,39711
87713529,21700,246841,250485,303911,275836,302742,299429,317028
87743351,1760,12886,9901,20701,18300,22712,23201,24107
87595132,24460,4890,1806,2425,1607,1898,2600,2202
87576454,18350,22127,17334,20245,16909,17891,20498,22791
87775007,30000,5626731,3948663,5976568,6116249,6841918,6562782,6323409
87214288,67210,583441,493365,691394,631775,663806,639768,648453
87215632,67970,31151,22606,25491,30956,34756,36005,37456
87755231,83190,393443,305738,449442,420139,444643,398454,390187
87486431,85340,10075,6788,8921,8271,6516,4641,3266
87271585,60800,37966,19872,34935,36850,39181,34870,31704
87473868,22500,65144,52778,66268,59474,52887,42884,50181
87113209,93500,5100100,3862190,8005187,8231485,8472409,8551965,8605431
87581710,33290,35888,27698,52843,34682,23953,18296,19234
87758904,75010,148849186,107666015,272898471,271824491,275962568,268774859,263994241
87487173,79200,5953,6148,24252,31913,39519,40421,43508
87192203,57245,20934,19134,27544,25365,26189,29581,33283
87751362,84120,5900,5067,9661,16784,53695,51534,51241
87184267,90130,19990,16419,18014,12121,12130,16124,23786
87672337,40300,20981,12908,19160,15140,18223,17959,20360
87759290,13014,10272,4073,5253,3197,8841,10309,10906
87764308,26700,284023,233791,358800,322604,356177,328305,357908
87393421,78370,2204517,1425832,2824885,2913422,3031163,3086849,3129448
87172171,8430,93089,87037,89351,79069,77877,70173,62413
87761742,38210,29666,24212,32826,28145,32515,27218,23765
87594663,19410,1762,843,1816,3018,7890,8892,10996
87381111,75017,6257223,3309895,6759706,6103661,5633400,5161047,3511372
87734459,63920,40437,37081,58791,55333,64852,64099,68005
87474056,29590,21778,12707,17857,12148,5625,7553,10252
87734087,63430,43341,42416,46360,44687,49169,49051,50059
87682526,77310,421325,225928,495137,503026,513571,513654,511417
87784264,66660,28342,16364,27707,21974,24506,23462,26408
87611491,66146,0,1,6,19,14,96,1
87696211,58320,12459,9332,13517,12061,12487,14638,17385
87144428,88550,14666,10604,13399,10635,12728,7487,5278
87594754,46130,1060,715,1084,753,916,1325,1505
87595009,24000,884310,664600,974716,892742,1040446,1010331,1049615
87182717,68190,41128,34582,52673,46533,48062,45192,43876
87343319,59590,30946,30960,47322,42094,43713,39930,37624
87393314,78120,3141742,2237887,4690955,4924244,5197945,5380142,5551959
87746511,74930,94568,54124,42475,30905,50371,45608,44274
87172270,8300,351441,282559,407434,362595,415115,413076,438181
87175018,55800,97253,90024,89991,78841,87446,90608,99365
87481036,44400,174903,143936,230736,220270,204300,183973,141414
87276766,60170,113866,87888,94451,91803,99963,97580,102379
87747246,38140,345240,289043,437898,400918,423569,399620,425658
87313601,60510,3828,3031,4026,4373,4082,3196,2779
87613422,12000,221257,166618,227285,203362,248179,238967,242820
87212407,67480,52696,43367,58857,53478,54412,54688,56596
87387175,27170,7747,7101,9401,11751,12324,11288,11769
87756460,6190,77252,57143,90870,76162,80701,63277,50498
87615351,31380,770,813,1016,1322,3204,3009,4009
87654798,75019,5937856,2865667,9038087,9029393,9065994,8923180,0
87141127,54110,249698,245210,258904,219305,205028,210400,193328
87113696,93110,4959155,3206275,6404337,6491187,6520046,6464430,6381483
87214726,67570,160243,139330,190602,187459,194915,190673,190150
87396259,72140,1931,1363,3248,2902,1925,2492,2716
87546291,94150,381602,325738,772844,785411,808269,813669,816513
87214684,67130,64459,54688,63451,62414,68659,69828,68740
87574897,41110,75965,81130,96602,84308,85083,82671,83040
87576322,18200,49900,44514,57623,47585,56650,54625,59638
87571539,37360,20637,13290,14268,17539,17089,19044,21199
87595249,24110,176971,134342,175159,165785,194969,193501,197403
87415125,76550,8532,7474,11437,10580,13337,15054,16024
87193318,57500,231840,188041,313591,286866,329339,309257,333759
87592691,87200,883,613,248,303,473,168,149
87743633,39200,22075,14553,33828,25474,33105,33065,33303
87755215,83270,311936,244459,350268,329079,354556,327723,323254
87594572,46600,16202,10024,13427,14091,18682,19801,18147
87682542,77310,114066,56040,120792,119266,118313,115100,111544
87683318,89600,62189,45126,75902,60389,68828,64391,68353
87783175,15100,20499,16395,20316,21879,23882,24011,31195
87728501,69190,61551,48401,71582,54319,58406,56504,59334
87571851,37510,278,155,708,352,1104,752,1025
87486571,85800,105056,79246,113411,99438,105626,93217,61724
87491324,17500,555,201,376,306,316,519,378
87471052,35136,3715,3741,7747,5255,7918,9182,12966
87491357,17400,33939,27563,39979,35005,41399,48960,51363
87677120,64500,492524,338098,475809,393444,425313,377871,391674
87713834,21490,33306,34658,29002,28038,28595,28223,29962
87745430,74160,213424,130307,224001,190519,220769,193729,205150
87756346,6700,847054,647740,1073273,878414,909624,720728,727159
87761718,38160,563543,432740,691160,595825,667966,589709,598984
87545202,91240,2116656,1640067,3466862,3439611,3427512,3345767,3252456
87478024,35250,35674,32013,38691,33338,43477,43871,46537
87146217,88200,6162,4724,6705,5103,5094,3978,2351
87271247,93400,1599702,207533,3778187,3826855,3935467,3949540,3942411
87381426,95310,586174,278841,589690,553932,520876,480297,482195
87571810,37130,15087,9345,10059,9915,8345,8360,8861
87476440,56510,9540,6915,7364,4967,4279,3584,3208
87741223,73250,133745,100078,153338,134939,154795,144862,150897
87444216,14170,46540,34560,42027,37490,36578,32687,35797
87474569,29250,1066,1173,4775,11471,14305,13486,12652
87757526,83700,1362502,961094,1421409,1258954,1520480,1457285,1525346
87783431,12490,1346,943,1656,1755,2114,1974,2808
87584615,33660,136112,108467,146688,137214,152906,147251,141698
87474312,29410,126,80,591,399,662,1114,536
87592683,87420,4578,2816,2588,1825,3233,3407,4026
87718320,25410,140637,122168,157152,147199,195894,255070,256856
87411215,76800,20282,18352,33652,25943,25475,23572,25593
87116178,77650,123972,80801,139106,136480,135314,131745,127795
87444604,61370,1412,1062,3656,3617,3826,4134,3578
87543165,41300,249122,173861,262216,249709,250790,242053,244166
87746438,74700,328041,290535,381617,342118,361681,339566,338233
87613877,12260,3435,2547,3644,1871,1872,1732,1680
87276386,95200,4889833,1368690,5638420,5684113,5658290,5628043,5570586
87672766,64490,1468,1021,1771,997,1262,717,61
87723700,69580,232712,233402,370459,313475,291170,245349,239512
87753558,13960,56718,42692,86604,79913,100010,102147,110760
87784777,66210,142,107,79,89,30,101,86
87571844,37510,2244,1409,2262,2974,3422,3173,3017
87718502,25660,14367,22035,30007,25591,29757,27234,30774
87213108,67590,22244,15991,24974,21221,16061,17854,18739
87576868,41130,27077,19177,27663,23660,26682,26725,27074
87471532,35530,105276,90761,123451,104001,95310,97967,107563
87271429,93270,3906248,2632823,5792675,5902128,5982229,5973397,5932168
87345405,59450,27606,27972,67533,60850,65263,59406,59507
87592246,87110,1466,1044,1752,1234,1900,2047,2572
87756825,6380,24291,28644,57160,52227,56821,50748,46369
87295543,59600,7,12,342,374,334,496,715
87286161,59181,42800,35755,48554,40214,43893,47339,49252
87212027,67000,19209527,15352878,25253140,23729967,23516815,21732456,21450461
87444562,61570,68898,42455,66411,56612,63283,65125,55804
87485227,17700,427417,322403,466186,438453,462689,415453,451609
