code_uic_complet,nom_gare,total_voyageurs_non_voyageurs_2015,total_voyageurs_non_voyageurs_2016,total_voyageurs_non_voyageurs_2017,total_voyageurs_non_voyageurs_2018,total_voyageurs_non_voyageurs_2019,total_voyageurs_non_voyageurs_2020,total_voyageurs_non_voyageurs_2021
87756056,Nice,9761445,9337434,10497727,9785058,11066418,6071635,7711360
87753582,Niolon,34892,29452,31446,29873,34070,27090,44390
87485300,Niort,1543207,1587163,1569364,1458181,1541637,1006688,1345097
87113746,Nogent - Le Perreux,4716682,4806191,4864227,4841770,4819859,2091668,3079817
87276758,Nointel - Mours,397988,403564,408289,421212,430630,207757,351212
87172213,Nouvion-sur-Meuse,60999,61589,55084,45054,45483,45387,55944
87718411,Novillars,7068,5781,6307,4642,5509,3548,3500
87471540,Noyal - Acigné,143357,138660,144860,167904,216068,141669,158526
87713156,Nuits sous Ravières,31124,29463,30273,27520,34707,22087,30584
87703975,Nîmes Pont du Gard,0,0,0,0,18919,506358,737579
87673319,Ondres,7220,6185,8701,8719,15794,11897,14529
87765107,Orange,520170,516774,578352,473212,487935,272784,413124
87543009,Orléans,4446767,4258867,4601071,4295598,4271403,2589806,3606735
87295667,Ors,231,226,141,523,792,270,220
87611343,Pamiers,443092,427223,431905,334225,369000,222671,338022
87547000,Paris Austerlitz,24119239,23872118,24037704,22535671,22423095,13602554,22814864
87113001,Paris Est,44081786,45218475,48545125,49612908,52060520,27242868,35041906
87384008,Paris Saint-Lazare,142887636,145029255,146609005,144101040,143120561,152624513,122002923
87672006,Pau,1007888,950121,1038108,906347,1046903,776395,1201786
87581256,Pauillac,59029,50884,56590,60960,86219,48177,65836
87586438,Penne-d'Agenais,19069,18351,17974,16672,17528,10037,9780
87745620,Perrignier,57082,50523,56060,43735,52922,37640,57347
87645176,Pers,411,413,163,57,121,207,504
87276469,Persan - Beaumont,3487981,3707776,3932743,4071799,4112008,1989555,3586931
87393504,Petit Jouy - Les Loges,183539,186152,187858,184879,184199,66070,67702
87574541,Pezou,2410,2721,2000,1513,1788,1136,1961
87271163,Pierrefitte - Stains,8580947,8641481,9460414,10088539,9921222,4800915,9196051
87473538,Plougonver,5149,5069,3960,4315,4433,3700,4720
87386573,Poissy,10598539,10764545,10895097,10810112,10787497,5232947,3851862
87718189,Poligny,80386,77485,86711,76978,95413,82738,97108
87725846,Polliat,6422,5775,6519,5416,7407,4945,6277
87615146,Pomas,4264,1138,324,130,882,642,853
87393041,Pont de l'Alma,4469086,4438616,4384798,4258429,4130203,2258916,2746585
87141523,Pont-Saint-Vincent,36445,33702,32818,33019,35726,27541,31182
87743120,Pont-d'Ain,24354,24673,26249,21678,26296,19543,25236
87141820,Pont-à-Mousson,1209166,1157278,1199642,1213959,1284323,882067,1013029
87394247,Pontgouin,17423,16746,15576,17267,19123,18168,28386
87473835,Pontrieux Halte,4910,4709,4116,3350,3273,2636,5888
87481283,Pornic,40188,81644,103013,111603,148639,106737,149450
87478750,Port-Brillet,61758,62147,65049,59807,51913,24133,28350
87586107,Port-Sainte-Marie,49159,40541,41324,34778,40711,30883,46175
87575076,Port-de-Piles,36072,38778,38060,33146,34532,23238,31636
87781062,Port-la-Nouvelle,74666,78634,87075,71159,83628,70509,104839
87696179,Pouilly-sur-Loire,10062,6802,7458,7249,10479,8191,6954
87582767,Preignac,7319,5280,5037,4025,5669,5641,8732
87343418,Prouvy - Thiant,828,834,1160,904,1246,878,1559
87576199,Pruniers-en-Sologne,6279,7031,6212,5893,5929,5040,7249
87672279,Puyoô,44584,40671,42721,35064,43793,33039,48583
87476457,Quiberon,119998,117819,121501,120582,138260,97462,118557
87473058,Quédillac,9223,7876,10624,14362,15811,16478,17720
87615328,Rabastens - Coufouleux,169774,164759,180902,150524,190908,153077,197194
87595223,Razac-sur-l'Isle,6424,4646,3667,2851,5446,3803,4100
87171009,Reims,4131938,3990938,4219214,3875673,4063956,2714054,3331646
87988709,Remise à Jorelle,666150,623148,580626,532143,485311,1045054,499768
87734749,Retournac,40724,39124,28972,40933,49984,31151,39861
87734053,Riom - Châtel-Guyon,1021017,989170,1051948,966826,1118235,787609,950331
87485144,Rochefort,517418,490483,552219,500667,616460,377559,542985
87191734,Rombas - Clouange,71512,62424,63890,60009,67381,41738,49059
87118158,Romilly-sur-Seine,344066,330892,331570,328177,367649,251480,315991
87576025,Romorantin-Lanthenay,91970,85635,87617,95950,119781,96061,125534
87214320,Rosheim,238821,248873,258569,258334,279309,184199,220196
87415885,Rosny-sur-Seine,326923,367325,410431,447201,496083,200417,334211
87583203,Ruelle-sur-Touvre,6692,5148,5251,3501,956,480,0
87583849,Ruffec,96835,89498,85212,70610,73937,53148,67510
87746149,Rumilly,686768,697916,760787,689770,772728,502974,617544
87784835,Saillagouse,1847,1368,1487,1514,1934,2307,3157
87295709,Sains-du-Nord,67083,59068,57580,53732,53761,34475,35654
87574640,Saint-Amand-Longpré,3228,3809,5487,4642,5559,3049,4529
87723734,Saint-André-de-Corcy,296470,298633,312523,288219,322924,184403,226864
87286195,Saint-André-lez-Lille,17216,16714,17021,14598,15321,10102,15188
87594622,Saint-Aulaire,333,344,858,923,1401,1828,2954
87773465,Saint-Aunès,2971,3160,2753,2523,3044,2966,4513
87741306,Saint-Avre - La Chambre,73613,70572,77317,67349,69710,49465,55781
87756866,Saint-Dalmas de Tende,7171,7654,7356,4602,5949,3695,2073
87592097,Saint-Denis-des-Murs,2601,1779,1816,2356,3829,2656,2592
87175000,Saint-Dizier,284724,270061,266318,225777,248050,147647,190952
87673269,Saint-Geours-de-Maremne,7126,9055,9751,7146,5511,6453,8253
87393520,Saint-Germain - Saint-Rémy,476,60,2,44,0,0,0
87382804,Saint-Germain-en-Laye Grande Ceinture,127130,136209,145087,152536,159479,0,0
87592287,Saint-Germain-les-Belles,14775,13592,13004,13497,12422,9856,11172
87174441,Saint-Hilaire-au-Temple,857,391,345,230,414,3,0
87611657,Saint-Jory,198013,186020,194141,168739,193321,193752,241198
87683227,Saint-Julien-du-Sault,25646,24853,28506,26061,29000,21843,27876
87715417,Saint-Laurent-en-Grandvaux,16064,16952,17453,12442,15068,14777,17898
87718197,Saint-Lothain,4154,5279,4490,4255,2811,2787,3319
87694364,Saint-Léger-sur-Dheune,7003,5359,5232,5537,10019,11019,12289
87144477,Saint-Léonard,11573,11314,12313,10002,4653,1435,707
87485490,Saint-Maixent-L'École,252440,246284,252306,215028,221933,150545,188603
87396283,Saint-Mars-la-Brière,16442,16082,16072,10393,9515,2026,2419
87753681,Saint-Martin-de-Crau,111500,113424,115045,104349,113591,76304,106399
87337980,Saint-Ouen-l'Aumône Liesse,1593032,1715495,1838982,1979019,1996206,1028954,991280
87394148,Saint-Piat,226140,229690,222460,214577,218311,155321,187392
87571240,Saint-Pierre-des-Corps,4446995,4441879,4621459,4321292,4637645,2652070,3647916
87746313,Saint-Pierre-en-Faucigny,47984,57520,68870,67226,75269,64995,82851
87478768,Saint-Pierre-la-Cour,48323,53593,61035,63282,55467,23633,29585
87761494,Saint-Péray,1681,1609,1864,3080,1797,1051,522
87761106,Saint-Rambert-d'Albon,354871,359236,370028,339771,357184,248632,310611
87743740,Saint-Rambert-en-Bugey,13167,10630,13544,12328,13428,9492,12716
87447714,Saint-Sever,341,78,75,76,48,7,2
87584722,Saint-Sulpice - Izon,46826,43913,51529,69468,97161,69344,85894
87761130,Saint-Vallier sur Rhône,355464,348241,354429,322051,360379,249083,291376
87747352,Saint-Égrève Saint-Robert,54489,49892,58208,51709,72567,42409,59432
87584102,Saint-Émilion,52982,58029,80917,89643,82269,43398,61842
87726190,Saint-Étienne Bellevue,174954,152453,157021,140420,161673,82197,120902
87726174,Saint-Étienne Le Clapier,71280,55800,60756,44812,52487,29378,41645
87586479,Sainte-Bazeille,3612,2498,2055,884,657,668,1045
87545210,Sainte-Geneviève-des-Bois,4054279,4093512,4118094,4057666,4014188,1757976,2657248
87751842,Sainte-Marthe en Provence,57591,53579,52239,24839,28648,17900,33772
87575050,Sainte-Maure - Noyant,145733,135665,136834,145440,150390,96969,145489
87481226,Sainte-Pazanne,286259,209342,212705,220171,234933,150288,179986
87286401,Santes,50164,49028,50672,46742,48428,29459,32753
87381186,Santeuil - Le Perchay,39355,39950,32353,25450,20305,10628,38184
87595827,Sarlat-la-Canéda,54155,49368,52745,47917,33045,32237,47918
87215459,Sarre-Union,163180,162468,155645,133155,122093,151454,163061
87193631,Sarreinsming,2848,3149,2799,1654,523,191,137
87484329,Savennières - Béhuard,56626,56299,54847,49260,49522,29797,23907
87611368,Saverdun,195790,193475,213828,160435,170973,119234,149508
87545236,Savigny-sur-Orge,7477288,7756128,7998447,8091982,8218456,3789578,5037439
87342253,Savy-Berlette,36355,38536,35026,29081,29712,29700,22947
87396317,Sceaux - Boëssé,5511,8089,9495,7644,5483,4197,3926
87172254,Sedan,409997,388028,380575,331568,352088,260553,326893
87683003,Sens,1505422,1449974,1483784,1373396,1437451,973381,1201842
87171645,Sept-Saulx,6499,6022,5836,5180,7067,11372,17497
87751800,Septèmes-les-Vallons,43008,43562,40680,31234,28753,17072,23863
87784702,Serdinya,117,48,80,38,142,151,340
87763722,Serres,17529,17619,18488,13227,11608,5138,7988
87271445,Sevran Beaudottes,8781293,8886322,8956744,8896630,8776328,4159740,4185252
87743336,Simandre-sur-Suran,12713,14828,14491,14966,18630,15407,13088
87751438,Simiane-Collongue,195468,191514,199261,187361,187767,107806,128512
87581371,Soulac-sur-Mer,32954,30531,36686,39300,50903,39215,53384
87684217,Souppes - Château-Landon,643835,656972,684942,674162,691753,375480,597864
87164780,Stade de France Saint-Denis,9893704,9915895,9890614,9616737,9511865,3879984,4425669
87182691,Staffelfelden,67839,64665,68285,68939,68825,50329,51329
87342295,Steenbecque,597,707,895,366,209,260,401
87212191,Strasbourg Roethig,61980,63798,57421,55108,75283,48454,66201
87286203,Strazeele,47677,45932,49485,47075,49897,39005,41989
87381269,Sérifontaine,7675,6792,6693,4700,1048,522,2746
87756882,Tende,24345,26822,26052,18199,22922,11920,9070
87487009,Thouars,52019,50323,49652,35762,25252,16233,21994
87215699,Tieffenbach - Struth,54594,58729,60852,65095,63356,39193,53190
87486894,Torfou-Sèvremoine,7652,10326,9837,6395,12669,11924,22724
87611004,Toulouse Matabiau,15400484,14675879,15860611,13403438,15218730,11717063,15766431
87381236,Trie-Château,57753,55435,48719,36802,33359,17945,39794
87343400,Trith-Saint-Léger,9793,9882,9167,11113,10673,8527,9354
87184242,Trois Chênes,16508,21491,20775,18155,22181,14019,12744
87696203,Tronsanges,4861,5006,5034,4389,4260,4133,3255
87761759,Tullins Fures,376947,381201,436698,399489,497708,304716,397347
87594556,Turenne,400,425,587,504,324,297,728
87784884,Ur - Les Escaldes,51,37,82,44,48,126,106
87113712,Val de Fontenay,17396627,17683219,17900299,17739617,17693555,17692029,22148961
87171611,Val-de-Vesle,13162,13592,15922,13331,12017,12758,15746
87773432,Valergues - Lansargues,10254,11567,10230,6890,8308,8348,13920
87276535,Valmondois,907771,924968,942389,976799,1035712,499320,891151
87447284,Valognes,285872,269482,278429,247123,269870,162252,206131
87696351,Varennes-sur-Allier,83620,82671,94465,81562,96115,58073,73017
87576231,Varennes-sur-Fouzon,2181,2660,3523,4331,3934,4499,4174
87594606,Varetz,1797,2141,2338,1814,2217,1394,1714
87276626,Vaucelles,607360,614590,618343,640196,636093,231976,540145
87726208,Veauche - Saint-Galmier,113417,99916,96103,78751,91984,54825,59643
87212118,Vendenheim,147652,145948,127293,136273,154976,99568,122508
87574558,Vendôme,68399,61126,61995,64882,96700,79003,86749
87471029,Vern-sur-Seiche,9368,9349,6678,7889,6696,6368,7695
87722264,Vernaison,75963,70150,81078,69916,85053,50592,71960
87386656,Vernouillet - Verneuil,2613809,2656414,2684922,2666461,2651189,1192386,2116733
87393157,Versailles Château Rive Gauche,8748796,8367046,8009738,7520468,7015859,2886249,3310046
87296608,Versigny,6698,6093,4263,2810,2249,1745,2823
87271437,Vert Galant,8215190,8195679,8132589,7925679,7736030,3831144,5453237
87746735,Viaduc Sainte-Marie,847,992,1057,910,1226,536,996
87276568,Viarmes,264164,267292,270098,279178,284407,109940,245338
87773531,Vic - Mireval,15990,17870,16084,13338,15609,20507,38784
87681619,Villabé,234474,229174,222934,213167,204775,82639,157742
87272021,Villaines-sous-Bois,72448,80512,89237,85903,94805,28284,86132
87595892,Villefranche-du-Périgord,3683,3318,3084,2586,3251,1895,732
87576884,Villefranche-sur-Cher,25589,24318,23003,21068,27715,21318,23779
87721332,Villefranche-sur-Saône,2366582,2379310,2472672,2316728,2561376,1657155,2044474
87756304,Villeneuve-Loubet,258298,268009,323854,304407,381658,222593,324260
87271510,Villeparisis - Mitry-le-Neuf,4124084,4306598,4475328,4567191,4668437,2035390,3280952
87313593,Villers-Saint-Sépulcre,9084,9072,10206,8746,8094,5033,5743
87713339,Villers-les-Pots,6141,6220,6991,1361,976,1079,1791
87342576,Vimy,18525,17949,15830,16330,19849,10616,14653
87741108,Vions - Chanaz,8829,8798,6661,6363,10396,8868,10125
87448159,Vire,74891,75950,77151,71071,80187,50430,57098
87747204,Virieu sur Bourbre,16332,15897,15848,16990,24338,17414,22014
87741504,Virieu-le-Grand - Belley,63403,58225,65692,54918,44111,29627,45377
87471508,Vitré,816081,825705,865019,869050,955940,679726,794216
87144279,Vittel,66226,68356,59880,53873,53800,42037,56699
87396077,Vivoin - Beaumont,43879,39023,43335,49243,48894,24763,29875
87286229,Wambrechies,1292,745,1093,976,919,21,127
87281436,Watten - Éperlecques,95658,95636,101732,96927,113082,82999,86007
87214676,Wisches,141105,129315,125466,114349,111064,99110,106996
87193656,Wittring,15023,13676,9824,7293,6744,5284,3101
87682112,Yerres,3764066,3990066,4207385,4349907,4525768,2173871,3059573
87710731,École-Valentin,7012,6236,6386,5684,6069,3854,5038
87444547,Écouché,919,825,641,202,528,285,178
87597153,Éguzon-Chantôme,5382,5731,6297,4776,4960,1996,4941
87276147,Épluches,68305,70353,74693,87088,82821,33122,64775
87413328,Étainhus - Saint-Romain,62116,55746,53959,51343,63166,42897,49644
87694141,Étang-sur-Arroux,81646,71592,72528,67299,76539,76286,91060
87745679,Évian-les-Bains,234717,217264,231165,191801,214137,145024,209395
87681361,Évry Val de Seine,1045105,1020954,996434,952220,914295,416528,587153
87313759,Abancourt,39720,41096,43760,40228,42685,32396,51811
87781278,Agde,828146,825820,871364,735372,677860,492975,701450
87741421,Aiguebelette-le-Lac,4071,3912,3117,2535,4754,2921,3658
87586693,Aiguillon,92826,90187,96909,92690,109094,89616,106764
87185629,Aillevillers,6932,5942,5594,4429,7348,8639,5715
87722744,Alaï,21972,27939,35720,37031,37840,32702,37923
87313072,Albert,559527,562780,582065,553049,584840,429083,520314
87444711,Alençon,543251,491412,510863,462758,500276,291213,388714
87594234,Allassac,16854,14697,16670,18504,23411,15856,17797
87592311,Ambazac,34127,31750,30597,25961,27893,25184,28521
87574343,Amboise,647856,642113,700521,695319,737138,475329,661181
87171744,Amifontaine,11071,12624,15485,15470,14722,13302,14165
87381491,Andrésy,583871,623470,563440,499012,445551,205140,516688
87543090,Angerville,153525,162250,170954,175547,183224,75617,130031
87485102,Angoulins sur Mer,14955,15996,16213,9187,11349,7140,10878
87295055,Anor,22276,20983,20943,20097,20768,14384,18522
87757567,Anthéor Cap Roux,4098,3867,3503,3680,6677,5313,8814
87757674,Antibes,2317469,2244945,2552547,2419641,2805606,1573648,2144725
87718155,Arbois,50090,42298,50131,44352,52202,52302,66112
87683680,Arcy-sur-Cure,2249,1962,2408,2091,2752,2568,3008
87192401,Ars-sur-Moselle,172301,152213,141740,128422,135661,92577,113965
87381137,Asnières-sur-Seine,13008898,15431212,15666171,16317005,16996318,8693940,15175351
87763250,Aspres-sur-Buëch,10131,9597,11474,9306,8513,3410,2895
87611764,Aubiet,8221,7969,9714,7586,10418,7529,10844
87345447,Aubigny-au-Bac,52267,49293,47944,44209,50636,25519,23090
87396572,Aubigné-Racan,18342,19307,15823,13647,13396,8620,13479
87172122,Aubrives,9739,9191,9767,9357,10424,9818,9456
87597823,Aubusson,7745,7732,6342,4171,4438,516,687
87611749,Auch,290912,271358,299012,239984,282088,189485,243249
87415158,Auffay,247195,233186,235795,246409,268491,199471,230223
87271411,Aulnay-sous-Bois,23726233,24327097,24926269,24831698,24479374,12900964,6752350
87611384,Auterive,513079,492933,495450,396139,429473,323167,376961
87276543,Auvers-sur-Oise,121177,123968,127133,124831,137596,59979,94246
87295725,Avesnelles,6201,4698,5569,6868,7084,2791,2318
87295733,Avesnes-sur-Helpe,226339,200795,207153,191697,213490,139440,150465
87765008,Avignon Centre,2886282,2927401,3219374,2698161,2877450,1598922,2583819
87318964,Avignon TGV,4392702,4360005,4431710,4188494,4653366,2447746,3550229
87342584,Avion,79387,77329,83024,78849,84499,45458,47150
87576439,Avord,26562,26383,28903,27513,35132,28256,39421
87571638,Azay-le-Rideau,70977,70146,71656,72388,84578,66667,76788
87764571,Bagnols-sur-Cèze,0,0,0,0,0,0,0
87773457,Baillargues,159532,183172,218228,195389,235889,208568,357118
87286872,Baisieux,37822,44687,53118,54454,57067,33237,35458
87182840,Bantzenheim,10914,10091,9423,8034,7285,4662,5363
87171348,Bazoches,10352,10238,8864,8488,5856,4467,2487
87473165,Belle-Isle - Bégard,3489,2125,2129,1700,1711,2286,2760
87641068,Bellenaves,6510,8580,6744,6547,6618,3307,5018
87476408,Belz - Ploemel,1187,1078,450,1127,1586,1375,2349
87281105,Bergues,223800,213092,227120,223631,253447,157197,159085
87696336,Bessay-sur-Allier,8474,10237,11083,11071,13912,9102,13665
87342402,Beuvry lès Béthune,14810,12758,13702,12855,16102,7478,10410
87723544,Beynost,183705,187612,204099,200026,215456,138395,177969
87342097,Biache-Saint-Vaast,60233,59082,64218,57790,61097,37582,47484
87673400,Biarritz,527980,524310,626256,620280,714274,539919,787878
87673699,Bidarray Pont Noblia,957,1621,1600,1739,2497,2001,3382
87345140,Billy-Montigny,266380,254399,277286,276449,291949,173372,176102
87193821,Bitche,23357,18895,19610,20640,26270,15583,22009
87141135,Blainville - Damelevières,369727,348991,330346,307683,314225,222109,270275
87317248,Blangy-sur-Ternoise,1916,1407,535,5,8,77,882
87694612,Blanzy,7439,5586,6130,7317,13853,21322,22555
87574004,Blois - Chambord,1918919,1874320,1970757,1832376,1884896,1168307,1540517
87172049,Bogny-sur-Meuse,73728,68443,68922,64059,65702,66622,73125
87296269,Bohain-en-Vermandois,202770,209885,213904,193577,177618,136809,150650
87381079,Bois-Colombes,5307858,5106507,5474708,5453024,5459393,1956992,4906735
87645184,Boisset,174,120,82,58,61,13,78
87682518,Boissise-le-Roi,130124,131326,132082,129907,129195,68921,89893
87182709,Bollwiller,323479,321937,326234,324461,373210,255288,290775
87545731,Bonneval,43229,36828,37827,35211,42944,28093,41599
87726414,Bonson,64674,55706,59067,57138,66667,36464,40429
87276444,Boran-sur-Oise,42347,43084,46272,44209,41161,24170,34587
87276717,Bornel - Belle-Église,359394,373462,382303,348573,371797,262211,295802
87481200,Bouaye,17241,19696,25179,26796,33921,24669,35343
87345389,Bouchain,32641,33428,36656,34644,37029,25002,17881
87543181,Boulainvilliers,3728741,3615337,3484634,3290898,3130349,723394,1151507
87545178,Bouray,1408495,1442819,1470879,1463257,1476220,626559,953033
87281279,Bourbourg,10384,14627,15587,14818,20921,17061,18171
87741793,Bourg-Saint-Maurice,419412,434087,432412,430832,461416,307769,255739
87743005,Bourg-en-Bresse,2230804,2160018,2267600,2078542,2213109,1517618,1816363
87712265,Bretigny - Norges,9460,8375,8340,10112,8764,10228,12569
87415364,Brionne,8258,8257,10354,9516,13096,10420,18951
87734269,Brioude,87560,82274,93356,77937,95704,61464,79521
87212134,Brumath,492583,522294,565974,563815,619310,423151,486002
87381624,Bréval,387979,375428,361155,339493,324134,127358,247376
87387092,Bueil,159566,163568,166352,129216,134779,82538,104512
87342105,Bully - Grenay,255861,245573,247573,218631,227299,124119,132656
87718122,Byans-sur-Doubs,11908,11428,8714,4466,5284,6415,6242
87781609,Bédarieux,17230,16859,17095,15337,13726,16035,23592
87594747,Bétaille,70,7,7,20,5,10,9
87781005,Béziers,1572243,1717923,1802366,1517639,1411274,1039108,1490913
87444000,Caen,3938070,3713894,3859991,3429729,3837395,2369188,3051389
87317263,Calais,1343647,1249149,1227921,1118979,1248299,946969,1153956
87473546,Callac,22912,21166,24032,23917,27278,29476,36048
87783340,Campagnac - Saint-Geniez,846,487,915,770,763,531,479
87345413,Cantin,44067,40890,45486,42550,46429,18436,19417
87447144,Carantilly - Marigny,1697,1404,1948,1403,0,0,0
87611061,Carbonne,356478,330630,344989,264763,302718,239915,272274
87447243,Carentan,241097,228536,245945,220327,239495,139679,168035
87615625,Carmaux,100213,89990,96438,76308,84973,62788,87641
87765735,Carpentras,186567,322107,445232,391332,392321,204661,288951
87751776,Cassis,283616,297811,339869,320576,367728,256099,336710
87611897,Castelsarrasin,86276,84572,82548,68087,76508,61749,90966
87581538,Caudéran Mérignac,55445,47933,70714,65841,85075,45141,55654
87613356,Caussade,130994,124508,128295,101945,113577,97095,144476
87491217,Cavignac,30154,31594,39048,44820,55349,40871,53449
87682161,Cesson,2259694,2243095,2215556,2141123,2087642,826308,1220134
87481390,Challans,136259,177029,197601,187171,224422,148351,189818
87725002,Chalon-sur-Saône,1765939,1621767,1708684,1548072,1636309,1300348,1481873
87746784,Chamonix-Mont-Blanc,190371,179657,178591,168310,188349,125916,141980
87741231,Chamousset,26523,28457,32484,27915,25795,22831,29576
87276519,Champagne-sur-Oise,296487,320066,344530,353481,342276,158430,311096
87682450,Champagne-sur-Seine,457828,478155,497079,505753,518423,237145,415355
87185348,Champagney,43545,43374,46864,44324,52227,52119,52818
87141085,Champigneulles,18940,13210,9340,11239,14994,12645,17742
87481051,Chantenay,26504,28301,30325,35066,45506,27555,34645
87276113,Chantilly - Gouvieux,2690574,2778811,2892729,2697096,2977509,1882284,2339364
87734343,Chapeauroux,311,464,500,500,707,611,1153
87722561,Chasse-sur-Rhône,161627,150786,167164,164988,203390,141759,179937
87712679,Chaugey,14777,13434,15049,9327,9833,10429,9623
87382333,Chaville Rive Droite,1907117,2233621,2314358,2355862,2409913,849953,1666108
87175117,Chevillon,2683,1393,1193,1571,1416,1822,2911
87276311,Chevrières,29656,24603,27867,25476,28748,20332,23974
87741116,Chindrieux,15915,15265,20739,20149,23568,16002,19144
87571687,Chinon,156720,150134,157353,148029,173825,134815,154340
87545285,Choisy-le-Roi,14267343,14178267,14029876,13621599,13240339,6390626,8997300
87574301,Chouzy-sur-Cisse,13082,10939,8329,4616,751,475,818
87595165,Château-l'Évêque,1163,895,1091,1317,1871,1671,2114
87491506,Châteauneuf-sur-Charente,47548,48921,51176,48544,56387,36591,31666
87473140,Châtelaudren - Plouagat,8646,10492,11001,10169,11356,9087,12364
87571836,Cinq-Mars-la-Pile,92784,92624,98350,106829,113762,81152,123458
87313551,Cires-lès-Mello,106980,100360,98692,87462,96422,69824,90708
87296178,Clacy - Mons,769,436,120,48,408,997,733
87696807,Clamecy,25616,23797,24943,21852,27041,17143,21382
87381129,Clichy - Levallois,8018296,10573894,10745166,10863687,11275885,4471252,9184506
87481440,Clisson,965360,1000605,1054163,1047319,1167645,761509,897484
87393272,Coignières,565792,546690,527712,498229,466909,226641,358287
87713321,Collonges-lès-Premières,27526,29001,25943,26571,28509,28857,35154
87182014,Colmar,4029491,4032868,4368384,4439263,4719957,2884133,3580781
87611467,Colomiers,388807,368906,388358,308601,299622,227709,259320
87641415,Commentry,212736,191139,186845,169606,161158,116028,116570
87276691,Compiègne,2895161,2847384,2891990,2705066,2847360,1868909,2358783
87387159,Conches-en-Ouche,126615,122007,130200,120154,110233,60470,46483
87192666,Conflans - Jarny,169549,151190,146746,132436,138483,90014,115685
87381459,Conflans Fin d'Oise,5483634,5490546,5463185,5328451,5226077,2651640,2519207
87144287,Contrexéville,43759,37162,30915,26665,25390,18447,24991
87681007,Corbeil-Essonnes,7600151,8205885,8829062,9324546,9842549,5418465,9146952
87696617,Corbigny,4394,4664,5091,4865,6542,3962,4451
87571430,Cormery,152487,146549,136835,126519,121611,97280,136373
87171769,Coucy-lès-Eppes,7102,7064,7048,7267,5811,7023,9545
87281402,Coudekerque-Branche,7642,7710,7773,12240,26533,9656,7865
87571448,Courcay - Tauxigny,15474,13772,8599,6041,3709,3814,2941
87342063,Courcelles-le-Comte,1126,816,396,94,102,703,1272
87192211,Courcelles-sur-Nied,30617,27098,25377,20933,22931,16959,20659
87447110,Coutances,264339,236418,242218,203605,217728,146471,206698
87313544,Cramoisy,2273,3935,3834,4447,2906,1531,2135
87286716,Croix - Wasquehal,10385,6973,6880,6510,7775,3694,3049
87756338,Cros de Cagnes,179327,185346,224018,216465,276822,171568,237032
87271874,Crouy,457,183,327,596,1011,376,399
87296152,Crépy - Couvron,4094,3029,1738,1993,2684,2223,3363
87481457,Cugand,5988,8527,11186,11178,12805,14969,21738
87582742,Cérons,246131,265254,291943,321075,381636,271582,351003
87271536,Dammartin - Juilly - Saint-Mard,876390,939476,1002882,1027727,992824,323608,808825
87718312,Dannemarie - Velesmes,26559,28129,25444,21128,24692,30667,35449
87184440,Delle,0,0,0,1250,25996,17348,19250
87172064,Deville,28099,25000,24211,20934,24336,22128,28179
87141648,Diarville,2125,1284,1745,2234,1911,1373,586
87215665,Diemeringen,130026,126159,137092,130296,124653,103728,132604
87611681,Dieupentale,121288,124336,130481,97502,115104,105242,126036
87575191,Dissay,27494,26808,26942,25892,25212,23302,24292
87444414,Dives-sur-Mer - Cabourg,26357,24560,26720,20593,27525,14684,20250
87276436,Domont,2734396,2710479,2673396,2694723,2620960,1238904,2377492
87540179,Dourdan La Forêt,273548,307640,343508,374439,416770,226155,633544
87756775,Drap - Cantaron,28312,34709,37112,35806,46557,23792,23847
87316075,Dreuil-lès-Amiens,13322,12829,10017,9338,8475,6308,5055
87697342,Dugny - La Courneuve T11,0,0,240459,474457,464595,220312,977745
87281469,Ebblinghem,26163,24212,24707,27692,28572,12028,11304
87214106,Ebersheim,15433,14582,13195,15104,17186,11859,15009
87763466,Embrun,176895,159271,151585,123786,137493,75453,90116
87214528,Entzheim Aéroport,433791,431006,435123,429828,468577,232547,286373
87276584,Ermont Halte,914634,939831,959969,1022305,1036432,426707,857109
87784843,Err,285,327,342,306,515,697,299
87281113,Esquelbecq,106747,112448,124575,128847,149397,113884,118724
87342527,Farbus,2630,1852,1824,2718,3655,2352,1072
87193359,Faulquemont,226840,221647,238995,223630,242978,145376,182010
87317503,Feuquières - Fressenneville,19122,15714,15591,9990,6453,1392,864
87447649,Folligny,15101,12051,12712,8596,4046,2163,4068
87784819,Font-Romeu-Odeillo-Via,45205,52547,52883,44814,47484,40745,58068
87491159,Fontaines-d'Ozillac,80,61,82,93,89,0,0
87393405,Fontenay-le-Fleury,1894635,2181172,2498898,2800672,3165988,1461947,2142184
87486316,Fougeré,3164,2389,1590,2123,2420,1890,1363
87417444,Franchet d'Esperey,45306,42094,46450,53799,73054,70769,80161
87715136,Frasne,208036,209326,215199,193651,260220,167160,214938
87296293,Fresnoy-le-Grand,17913,22091,23812,19992,22961,14289,20237
87757518,Fréjus - Saint-Raphael Autotrain,4175,95,51,32,7,30,1
87342212,Frévin-Capelle,7262,7961,7935,6540,4836,3906,1808
87171371,Fère-en-Tardenois,12074,8619,4762,2558,1578,309,77
87413542,Fécamp,119024,104841,167634,170405,202546,134569,169762
87172874,Fépin,7440,7131,5477,4150,3555,4484,4478
87694638,Galuzot,2607,2092,2353,3822,7575,10972,12780
87732404,Gannat,92353,87973,92707,81266,91313,56161,68148
87763003,Gap,446858,431105,446455,368393,365426,194806,250699
