code_uic_complet,nom_gare,total_voyageurs_non_voyageurs_2015,total_voyageurs_non_voyageurs_2016,total_voyageurs_non_voyageurs_2017,total_voyageurs_non_voyageurs_2018,total_voyageurs_non_voyageurs_2019,total_voyageurs_non_voyageurs_2020,total_voyageurs_non_voyageurs_2021
87113852,Les Pavillons-sous-Bois,1580346,1629471,1673494,1683059,1701182,2488926,1601698
87746826,Les Praz de Chamonix,5497,5002,6363,6842,5418,4392,5194
87576181,Les Quatre Roues,2303,594,76,36,309,276,557
87611111,Lestelle-de-Saint-Martory,1710,1146,867,273,312,517,551
87295790,Leval,1661,1752,2184,2959,3422,2544,2621
87287102,Lezennes,1311,1466,1447,1274,1207,532,582
87734442,Lezoux,85063,82637,80947,74855,85008,58553,62499
87575274,Ligugé,5478,4968,5552,6316,9088,8284,11914
87223263,Lille Europe,12454880,12350098,13197651,12215918,12309007,5243137,6885505
87574335,Limeray,7109,7486,7245,6059,6352,7270,9055
87592022,Limoges Montjovis,18741,18413,19482,13720,18657,11896,16405
87214502,Lingolsheim,78967,78643,63737,61627,69740,51849,61224
87345041,Liévin,37700,36854,46384,47261,52898,33409,33095
87571471,Loches,280681,277853,268036,275147,289698,245235,239911
87313049,Longueau,585274,558108,575110,549207,594592,356867,409753
87194274,Longuyon,73542,54140,53746,45700,56106,38069,59800
87194001,Longwy,539197,557471,600979,574973,588051,329270,340492
87345033,Loos-en-Gohelle,9863,10081,13300,13253,18290,7080,5819
87276253,Louvres,2127635,2183957,2232729,2235303,2253078,919807,3739057
87295535,Louvroil,4706,4065,3810,3192,4365,2513,1683
87721423,Lozanne,388852,378954,408359,337940,378829,233958,309166
87394015,Lucé,25563,23957,25277,23380,20486,12514,14457
87172189,Lumes,20192,20465,21534,17542,15942,16421,16835
87141150,Lunéville,1049757,997234,1043720,1021284,1065322,740493,899712
87672741,Lurbe-Saint-Christau,0,851,1854,1201,2048,1443,1490
87214650,Lutzelhouse,198824,189235,190586,164963,146189,133813,144287
87185595,Luxeuil-les-Bains,29914,28143,25898,21188,19251,19999,19894
87282624,Lyon Jean Macé,738648,793400,969865,1071943,1476601,1021862,1404298
87721159,Lyon Saint-Paul,1482615,1623597,1826738,1792549,1990966,1374666,1587077
87281873,Magenta,45905097,45730527,45366168,44197645,43016926,13462720,27478179
87400986,Magneux - Courlandon,19094,25897,24648,17563,14861,15304,17061
87386425,Maisons-Laffitte,7549498,7842005,8149225,8358173,8594609,4048033,883537
87411256,Malaunay - Le Houlme,94757,92259,88424,80870,90023,58505,61899
87751321,Manosque - Gréoux-les-Bains,164020,157544,172249,138127,113630,55457,90003
87317206,Maresquel-Ecquemicourt,711,571,165,15,0,1,1346
87116665,Mareuil-sur-Ourcq,90117,98799,104482,105590,114428,62353,83196
87213603,Marienthal,70414,69455,63044,63047,64140,41225,51480
87296095,Marle sur Serre,56228,53784,53603,49286,51637,44179,48857
87382465,Marly-le-Roi,2262911,2347923,2242841,2099153,1978907,989390,1725946
87694182,Marmagne sous Creusot,275,220,96,156,89,113,24
87734871,Massiac - Blesle,36218,30153,31636,29593,30084,24066,32339
87645168,Maurs,12099,11859,12471,11296,7724,3962,7095
87342121,Mazingarbe,1373,1605,1009,1386,1088,480,298
87574244,Menars,131,100,119,317,58,32,69
87296434,Mennessis,10404,8732,8656,8141,6698,6485,9494
87713701,Mervans,7124,6259,7111,7265,9278,6217,7720
87191338,Metzervisse,6867,6276,5608,4727,4874,3651,3597
87393082,Meudon Val Fleury,2982684,2998119,2996579,2940191,2893671,1222423,1323040
87713560,Meursault,16038,15772,18019,16723,18328,10755,7705
87723585,Meximieux - Pérouges,849722,844249,892663,851864,899254,575199,677700
87775098,Milhaud,2195,3213,3753,3206,4354,1989,2728
87313700,Milly-sur-Thérain,8988,7829,7719,7516,5878,4098,4557
87342030,Miraumont,17180,17402,19506,19214,20130,12158,16002
87747329,Moirans,939962,903412,932855,829115,961138,607901,756250
87747691,Moirans La Galifette,137287,137525,179604,204191,254519,150195,184802
87743591,Molinges,1452,2072,1968,934,611,604,1809
87214577,Molsheim,1583824,1596725,1638369,1584646,1616418,1246146,1409315
87287128,Mont de Terre,2826,3484,3407,3589,2950,452,99
87641472,Mont-Dore,11683,7479,6797,6882,7204,5245,7540
87784793,Mont-Louis - La Cabanasse,92439,88502,86734,82084,77862,49246,70231
87171355,Mont-Notre-Dame,6746,5014,3223,1969,1169,0,0
87615369,Montastruc-la-Conseillère,135363,140647,164396,147310,175940,164003,191771
87612010,Montaudran,26387,26942,26320,22343,36930,32166,48367
87396044,Montbizot,29633,31959,35712,35995,29840,12385,16647
87171256,Montbré,3103,3668,3307,2609,2655,1355,0
87184523,Montbéliard,661564,619209,673070,605311,674765,497343,565222
87338590,Monte-Carlo Country Club,11956,11709,13295,5592,340,88,0
87682302,Montereau,2782996,2886952,2986171,3026973,3077612,1832996,3691637
87393892,Montfort-l'Amaury - Méré,645654,652624,658762,647541,644638,214672,386637
87618207,Montlaur,3554,3845,3700,2600,3826,2656,3822
87688887,Montpellier Sud de France,0,0,0,519425,1150191,1282317,1643035
87317164,Montreuil sur Mer,57554,51489,29338,2112,2462,2242,20736
87316406,Montreuil-sur-Thérain,5185,4999,5019,4745,5769,4384,3603
87574855,Montrichard,74869,76917,84078,79629,89033,67643,89253
87116400,Montry - Condé,64462,61455,58286,54662,50924,23320,54070
87276493,Montsoult - Maffliers,1547828,1579430,1604400,1571578,1492565,768419,1315810
87478537,Montsûrs,39516,43528,45273,40391,29501,12317,16191
87411801,Montville,186933,179482,175120,171983,174361,134173,148494
87715441,Morez,26514,26145,27014,22414,26948,20859,27532
87411439,Morgny-la-Pommeraye,33072,28912,26118,21282,23642,19899,23328
87116087,Mormant,417233,431778,444280,447454,455346,257580,392896
87391300,Morre,11412,10325,10453,10191,8286,5818,3871
87116244,Mortcerf,107069,118481,130839,141533,154778,75184,135903
87184424,Morvillars,0,0,0,138,5243,5663,7125
87718833,Mouchard,146418,138092,128346,102424,110631,104067,138462
87171298,Muizon,83049,82000,77331,65407,73393,80902,91852
87182055,Mulhouse Dornach,218393,209778,217930,210550,229479,148729,177488
87472639,Mulhouse Zu Rhein,0,0,0,0,0,0,0
87645481,Murat,21430,18669,18840,16401,13215,11931,16795
87595298,Mussidan,192306,188897,208577,196349,242059,141433,172763
87214585,Mutzig,299946,306121,323407,305163,317546,244589,269656
87611525,Mérens-les-Vals,2236,2448,2514,2318,3473,1401,5259
87313668,Méru,1004713,1071806,1121708,1006113,1086110,731637,901149
87575175,Naintré,30103,28130,25714,23428,26364,20569,24025
87116095,Nangis,979933,1013938,1044995,1052937,1070109,474881,890213
87313486,Nesle,66017,63239,66003,61864,72574,51058,70962
87381020,Neuilly - Porte Maillot,5844164,5600997,5342068,4984005,4692161,2230261,2059764
87712182,Neuilly-lès-Dijon,29090,29320,29492,7052,5242,3340,2260
87396028,Neuville-sur-Sarthe,7769,6604,8107,7929,10593,6595,8866
87597070,Neuvy-Pailloux,7550,6793,6579,7259,9799,9523,14712
87213256,Niederbronn-les-Bains,161539,163979,160698,161319,160850,132099,189748
87595512,Niversac,8202,7985,8215,7633,10885,6334,6099
87118190,Nogent-sur-Seine,242112,230479,231987,212809,236647,154928,190394
87684274,Nogent-sur-Vernisson,44440,46067,45666,43458,48845,33275,51534
87286609,Nomain,4678,4732,5098,4315,4336,1100,515
87396374,Noyen-sur-Sarthe,75983,77008,77124,73388,54586,17647,22315
87342139,Nœux-les-Mines,109714,97624,99258,89094,95971,60420,69560
87192435,Onville,11298,8982,8123,5740,5287,4173,6746
87574319,Onzain - Chaumont-sur-Loire,281944,282984,288300,255449,215927,169716,217042
87681346,Orangis Bois de l'Épine,2425727,2482220,2526178,2521689,2527170,1131701,1691900
87286583,Orchies,1165755,1140288,1195487,1154080,1255646,899977,979975
87753707,Orgon,9142,9611,9723,9489,14277,12057,18996
87546200,Orly Ville,1814964,1835153,1846200,1825457,1802642,912297,1227173
87672253,Orthez,214120,197993,212692,188896,223299,169870,256762
87671313,Ossun,954,510,607,122,198,53,149
87784868,Osséja,615,273,263,335,422,360,418
87116020,Ozoir-la-Ferrière,2353072,2396593,2429288,2409568,2409248,1129670,1914692
87694687,Paray-le-Monial,171696,152375,153800,146238,188739,195478,234395
87271486,Parc des Expositions,2582285,2661353,2734326,2749960,2790979,1010255,1530324
87734194,Parent - Coudes - Champeix,62453,59023,61344,55894,63985,47895,50538
87597724,Parsac - Gouzon,231,344,233,177,343,241,295
87753285,Pas des Lanciers,201498,166098,169168,139931,149364,89100,110104
87411272,Pavilly,215260,203385,203480,199895,227063,163127,181265
87756791,Peille,8002,10098,11081,9778,15368,8434,9254
87756783,Peillon Sainte-Thècle,6977,7515,9552,8759,11103,6534,4871
87321745,Penhoët,30736,34666,34382,33875,50651,39787,46245
87342550,Pernes - Camblain,21222,23632,22198,18796,19542,2820,7607
87581751,Pessac,931699,877485,984737,1037838,1228140,749776,971557
87393652,Petit Vaux,371331,378563,384398,381720,382123,138206,202745
87592428,Peyrilhac - Saint-Jouvent,131,411,461,332,275,268,734
87313106,Picquigny,70293,70002,66180,63106,67126,58943,68856
87141556,Pierreville,1906,1000,270,0,0,181,268
87755389,Pignans,18054,20858,21896,19002,23944,17198,31792
87473272,Plancoët,18489,18095,16243,11125,11118,8772,12104
87784785,Planès,638,644,469,419,388,310,542
87473181,Plouaret Trégor,150939,141009,142096,121413,135472,85883,131693
87476416,Plouharnel - Carnac,2590,3714,3127,4199,5478,4877,7653
87473199,Plounérin,620,588,817,888,1281,345,362
87473132,Plouvara - Plerneuf,1176,910,594,12,237,455,455
87471177,Pléchâtel,24308,21978,16583,23326,33192,25107,29086
87473082,Plénée-Jugon,11362,12491,11477,8703,10722,8451,11303
87313395,Poix-de-Picardie,123889,130719,139114,126895,126083,90021,118056
87491100,Pons,26179,18810,25210,25663,30263,16113,30228
87281410,Pont d'Ardres,2989,3133,4420,4449,5059,3152,4204
87286831,Pont de Bois,19530,25071,28859,33493,32391,20486,26275
87473520,Pont-Melvez,3649,3634,2755,3372,5800,5599,6423
87313130,Pont-Remy,17444,17224,17400,14120,16813,11473,15682
87276329,Pont-Sainte-Maxence,1045065,1027894,1052981,974670,1056853,744300,889050
87586404,Pont-du-Casse,237,292,451,573,711,360,156
87444349,Pont-l'Évêque,141503,138940,143472,117581,140432,87929,109795
87276139,Pontoise,7392889,7866331,8065338,8172721,7951035,4540241,5638709
87393165,Porchefontaine,956155,946641,933001,902371,875987,398498,545751
87784637,Prades - Molitg-les-Bains,4797,4925,5209,2780,2701,4349,14130
87485359,Prissé-la-Charrière,5688,5682,6150,8091,6980,5407,5919
87116160,Provins,708317,709649,710305,696157,683609,301849,566796
87276410,Précy-sur-Oise,78127,74661,77825,77790,75241,42717,64068
87381012,Péreire - Levallois,5021220,4948939,4850376,4649913,4503007,1599075,1495122
87286278,Pérenchies,103683,99739,94338,71974,72519,45576,47076
87595504,Périgueux Saint-Georges,1348,1049,1689,731,206,471,321
87592170,Pérols-sur-Vézère,221,104,170,195,171,322,482
87286245,Quesnoy-sur-Deûle,1077,1203,736,1248,954,142,57
87615260,Quillan,12199,9974,10240,9141,10767,28039,33294
87144626,Raon-l'Étape,147703,137715,140633,130102,138751,105300,126018
87171272,Reims Maison Blanche,37825,40332,52332,60440,74693,56436,88630
87144451,Remiremont,333505,313336,329057,303414,340591,212584,278252
87571653,Rivarennes,17120,18089,18529,19409,21814,16259,15135
87286534,Ronchin,47404,41056,42290,41638,46032,36744,46563
87313460,Rosières-en-Santerre,156198,148765,139225,129136,138755,101582,131383
87113704,Rosny-sous-Bois,5384161,5579980,5754371,5829896,5908117,2380920,3952618
87286732,Roubaix,138692,162130,203234,233584,276590,138506,143957
87411017,Rouen Rive Droite,7297216,6906958,7199458,6915411,7659797,4846305,5844806
87485532,Rouillé,7773,8653,8552,7829,11199,8279,12912
87583468,Roumazières-Loubert,8146,7623,6588,3106,2372,360,0
87212373,Rountzenheim,34186,32155,29914,27752,31261,22632,30467
87144311,Rozières-sur-Mouzon,27,76,49,9,11,6,31
87193623,Rémelfing,9714,9448,8016,5651,4828,3118,2417
87761817,Saillans,9405,10594,11765,9770,13514,11778,10657
87592717,Saillat - Chassenon,1865,1632,1644,2657,4624,2102,3461
87182600,Saint-Amarin,62487,59559,63083,56337,51487,42380,47636
87751826,Saint-Antoine,30930,30814,38804,33061,33063,17971,34967
87214742,Saint-Blaise-la-Roche Poutay,44420,44583,44093,37984,42757,34872,39027
87545509,Saint-Chéron,588563,610113,629270,635240,646845,303049,520635
87595777,Saint-Cyprien,8168,7541,8592,8638,5546,7121,10430
87446179,Saint-Cyprien Arènes,380889,354885,360548,286794,318818,262346,295883
87775072,Saint-Césaire,10413,9770,14749,12823,16278,11084,15465
87271015,Saint-Denis,32140562,32732352,33275543,32855279,32141497,16128368,11306430
87584508,Saint-Denis-de-Pile,24944,24098,25184,27509,36759,24752,29527
87576272,Saint-Florent-sur-Cher,17712,16555,15890,13623,13388,8315,8893
87783423,Saint-Georges-de-Luzençon,11473,2466,1076,1189,1591,280,390
87721340,Saint-Georges-de-Reneins,65431,61953,61032,59487,68811,40589,54463
87721282,Saint-Germain-au-Mont-d'Or,356255,359983,376630,350384,408397,269883,340945
87366922,Saint-Germain-en-Laye Bel-Air - Fourqueux,259013,257161,254373,247908,241825,0,0
87746479,Saint-Gervais-les-Bains Le Fayet,486994,483364,485888,433047,445024,349141,391227
87476762,Saint-Gildas-des-Bois,43785,49030,47967,38546,33328,16340,22282
87181552,Saint-Gilles Lycée Haut-Rhin,67659,63746,62013,53955,58513,63288,63302
87297531,Saint-Hilaire-sur-Helpe,355,50,205,465,729,44,107
87673723,Saint-Jean-Pied-de-Port,39027,53424,54553,50058,62202,25802,38684
87611624,Saint-Jean-de-Verges,2413,2132,3120,2218,2791,1526,3547
87413310,Saint-Laurent - Gainneville,40212,39789,39359,37494,41991,26101,20245
87584730,Saint-Loubès,54107,52897,64620,74088,97492,81190,96221
87181016,Saint-Louis La Chaussée,52769,60504,59654,56334,64290,40765,52379
87582825,Saint-Macaire,10543,11496,12037,13681,15852,11572,14658
87682294,Saint-Mammès,327578,340771,353693,359224,367310,205853,322236
87751701,Saint-Marcel,15702,19709,24478,20576,21771,16471,30502
87671495,Saint-Martin-d'Oney,35243,37447,39972,41402,43527,48972,49728
87411413,Saint-Martin-du-Vivier,5394,5505,5583,4133,3691,0,0
87574459,Saint-Martin-le-Beau,50221,45519,46067,44485,45160,35384,47249
87611103,Saint-Martory,2770,2707,3906,1819,1634,3550,6717
87723536,Saint-Maurice-de-Beynost,175857,196823,229533,223692,247579,154069,192065
87144683,Saint-Michel-sur-Meurthe,2591,2897,3562,3095,2892,2379,2005
87582692,Saint-Médard-d'Eyrans,55372,49780,53116,54341,72449,47390,69304
87281444,Saint-Omer,1114693,1061150,1142144,1082127,1173145,778106,891119
87571554,Saint-Paterne-Racan,15542,13857,14218,15918,14497,12765,17235
87723783,Saint-Paul-de-Varax,74491,77668,88962,81357,79363,63346,73321
87582833,Saint-Pierre-d'Aurillac,7513,5602,7121,5491,6221,4493,7824
87415646,Saint-Pierre-du-Vauvray,1845,1598,2160,2637,2061,0,0
87723353,Saint-Priest,127967,117237,131028,133395,161581,107179,155099
87592055,Saint-Priest-Taurion,27176,24955,23189,17765,18933,20763,19043
87313080,Saint-Roch,71790,71955,66779,65454,79609,49519,52807
87765438,Saint-Saturnin-lès-Avignon,19959,13198,16460,16523,19977,13520,21222
87491035,Saint-Savinien,14410,14954,16260,14867,22904,10866,14360
87471169,Saint-Senoux - Pléchâtel,19286,16712,17055,13570,16198,11508,10673
87615344,Saint-Sulpice (Tarn),528895,542237,577797,482942,594900,535043,621840
87592345,Saint-Sulpice-Laurière,48585,46898,39036,33281,37213,29755,31349
87354597,Saint-Sébastien Frêne Rond,15863,21474,24981,26294,28256,17575,21213
87354589,Saint-Sébastien Pas Enchantés,25589,30728,31559,31292,30198,18327,24053
87721043,Saint-Victor - Thizy,18268,21460,21617,19050,20748,18210,23935
87673277,Saint-Vincent-de-Tyrosse,175165,171492,200167,181906,207431,152988,213440
87726000,Saint-Étienne Châteaucreux,3993621,4203213,4514547,4233914,4660910,2220668,3348384
87476648,Sainte-Anne,6824,6347,6836,11792,16121,12677,18292
87715151,Sainte-Colombe,13097,13339,16285,13993,12094,15185,18711
87775239,Sainte-Cécile-d'Andorge,1303,1370,989,982,1044,831,1081
87287193,Sainte-Marguerite,0,8,11,16,63,1,1
87491001,Saintes,649829,606515,652310,567938,624430,387348,619251
87345215,Sallaumines,17301,14027,12327,12786,15527,9591,8918
87713594,Santenay les Bains,8292,6457,5985,5026,6398,5101,4626
87212225,Saverne,1512530,1482591,1506016,1504905,1582608,1180243,1393219
87725671,Senozan,3983,4994,5546,7283,7769,6159,8288
87545517,Sermaise,116851,121816,126376,128659,131344,60616,90415
87411470,Serqueux,82764,79612,77859,72971,78511,45212,58319
87444315,Serquigny,29582,25877,30214,28468,28003,15653,23483
87723791,Servas - Lent,72225,71460,75840,67559,66259,47446,56746
87182105,Sierentz,314449,320883,320660,327994,364492,218869,214236
87595769,Siorac-en-Périgord,6911,6222,6936,6216,7951,3943,10457
87755330,Solliès-Pont,62906,69196,84783,75908,91596,57879,105470
87411223,Sotteville-lès-Rouen,17261,17117,18935,15913,20331,9759,10819
87594333,Souillac,142260,137410,139917,120717,136407,102922,131847
87212126,Stephansfeld,37920,40467,43225,37952,40172,23185,24881
87382374,Suresnes Mont Valérien,2559923,2544442,2847025,3120349,3463282,1546667,2309589
87751636,Séon Saint-Henri,1104,645,1227,1475,63,0,0
87476754,Sévérac,964,967,2841,5873,10076,7792,10728
87783365,Sévérac-d'Aveyron,20906,22313,26077,21689,16054,12150,14149
87396051,Teillé,4905,5753,5969,5928,3313,1817,3509
87296442,Tergnier,481660,504843,557391,515224,506609,418067,497654
87182568,Thann,212664,202822,208400,204901,204227,134772,154070
87472605,Thann Centre,25570,24094,27435,32137,44953,34474,34360
87182881,Thann Saint-Jacques,199735,196238,201073,190006,191367,201684,201926
87144097,Thaon-les-Vosges,337419,302094,304609,271513,320173,258250,330839
87595579,Thenon,6226,8756,10371,10981,14887,9160,14104
87141432,Thiaville-sur-Meurthe,1724,1957,3181,2262,923,246,734
87481143,Thouaré-sur-Loire,28114,24234,26021,28424,34328,21021,28176
87784744,Thuès les Bains,354,297,363,425,271,416,406
87757583,Théoule-sur-Mer,18791,16923,10507,10721,14349,12268,17608
87342303,Tincques,17454,17962,18078,15320,15853,13028,7292
87141044,Toul,290084,288052,323295,314423,343259,230375,297027
87116210,Tournan-en-Brie,2128614,2107021,2082036,2017749,1971494,961576,1527630
