datasetid,recordid,total_voyageurs_non_voyageurs_2018,total_voyageurs_non_voyageurs_2021,total_voyageurs_non_voyageurs_2015,segmentation_drg,total_voyageurs_2020,total_voyageurs_non_voyageurs_2016,total_voyageurs_2018,totalvoyageurs2017,total_voyageurs_non_voyageurs_2017,total_voyageurs_non_voyageurs_2019,code_uic_complet,code_postal,total_voyageurs_non_voyageurs_2020,total_voyageurs_2019,total_voyageurs_2021,total_voyageurs_2016,total_voyageurs_2015,nom_gare,record_timestamp
frequentation-gares,de4678710c0eba36eb9e161c1d0789412debd5af,82088,85175,89884,c,61975,68177,82088,97534,97534,101806,87784256,66190,61975,101806,85175,68177,89884,Collioure,2022-11-18T15:48:22.919+01:00
frequentation-gares,f25e6db712e794b22bdc5ab8a4f75784e43fc24b,28841,21220,33378,c,15934,32350,28841,33306,33306,28351,87594382,24570,15934,28351,21220,32350,33378,Condat - Le Lardin,2022-11-18T15:48:22.919+01:00
frequentation-gares,b3f97ef60534f0bfddcbc9e09f01dab6aaf70b74,12843,8681,13779,c,12146,12360,12843,13228,13228,15088,87713537,21700,12146,15088,8681,12360,13779,Corgoloin,2022-11-18T15:48:22.919+01:00
frequentation-gares,1c41048b8b4d7753ed18b015ab782f76ea007503,33675,14460,30520,c,12501,31557,33675,35421,35421,33746,87345132,62680,12501,33746,14460,31557,30520,Coron de Méricourt,2022-11-18T15:48:22.919+01:00
frequentation-gares,da1d808d49643436a6d3df41bec68e1dc3fae3c8,2708,2668,2427,c,2409,2154,2708,2550,2550,4105,87781161,11110,2409,4105,2668,2154,2427,Coursan,2022-11-18T15:48:22.919+01:00
frequentation-gares,610ec55ea2fc622e32f7f79254272f63e97d8f92,377459,421695,384193,b,246509,365994,301967,297098,371373,407625,87394221,28190,308137,326100,337356,292795,307355,Courville-sur-Eure,2022-11-18T15:48:22.919+01:00
frequentation-gares,f969f399645657d1271bd65e3bb4dbb1939f0815,46990,42387,32373,c,33555,32029,46990,37526,37526,56980,87481804,44220,33555,56980,42387,32029,32373,Couëron,2022-11-18T15:48:22.919+01:00
frequentation-gares,66ec604fc52b2c4ed3f9ce4cb3489ebd4b07279c,3123,3332,3690,c,2310,3520,3123,3594,3594,3204,87613232,12110,2310,3204,3332,3520,3690,Cransac,2022-11-18T15:48:22.919+01:00
frequentation-gares,7b80313161bb0faaaec5c6fa8fc9511cb341c3dc,58015,53630,56260,c,52330,57212,58015,59650,59650,75386,87761783,26400,52330,75386,53630,57212,56260,Crest,2022-11-18T15:48:22.919+01:00
frequentation-gares,a204b13e2511ab2ccde4ebcbd38aa9b22c060f4f,7588995,6072149,6748141,c,1904409,7064928,7588995,7375710,7375710,7763379,87608802,94600,1904409,7763379,6072149,7064928,6748141,Créteil Pompadour,2022-11-18T15:48:22.919+01:00
frequentation-gares,40b1a4df98894af886aeb691b21d99eee4ef37d6,24107,27922,19655,c,16541,22115,24107,25708,25708,27490,87725713,71680,16541,27490,27922,22115,19655,Crêches-sur-Saône,2022-11-18T15:48:22.919+01:00
frequentation-gares,86b83e871e2d243b56923adf22749a0a409a1518,256445,245044,278419,b,151638,277122,205156,230147,287683,326085,87741074,1350,189548,260868,196035,221698,222735,Culoz,2022-11-18T15:48:22.919+01:00
frequentation-gares,f54181d4df1ca935fe0d56e866e9070c0f0ca061,88930,80022,69998,c,67074,69926,88930,80157,80157,106254,87214551,67120,67074,106254,80022,69926,69998,Dachstein,2022-11-18T15:48:22.919+01:00
frequentation-gares,47cf5c570e4b8d84816411a2c2b3463fbfe0cadf,406,186,579,c,41,581,406,601,601,261,87142497,88320,41,261,186,581,579,Damblain,2022-11-18T15:48:22.919+01:00
frequentation-gares,7a812782379074fa65ef61992c9c428a491e0615,87,1007,0,c,948,0,87,0,0,1924,87700146,90400,948,1924,1007,0,0,Danjoutin,2022-11-18T15:48:22.919+01:00
frequentation-gares,52c1028ffc8aa0eb1166d5077fc45e9911fcca24,2834,2160,7577,c,2094,8542,2834,6034,6034,3386,87734673,43270,2094,3386,2160,8542,7577,Darsac,2022-11-18T15:48:22.919+01:00
frequentation-gares,309954ba2630f5fdf6dd84cfa6114654cdae742d,1080759,1208755,1121643,a,635982,1092530,864607,930600,1163250,1164973,87673202,40100,794978,931979,967004,874024,897314,Dax,2022-11-18T15:48:22.919+01:00
frequentation-gares,615c43b443cc58ee11a86a942af1e977d325f2a7,78441,74071,101184,c,61224,90908,78441,94386,94386,94895,87696484,58300,61224,94895,74071,90908,101184,Decize,2022-11-18T15:48:22.919+01:00
frequentation-gares,3bf8bbac2299c4e7812208ee5f1579ef19dfba77,11496,9055,13255,c,10378,13129,11496,13503,13503,9871,87297143,2270,10378,9871,9055,13129,13255,Dercy - Froidmont,2022-11-18T15:48:22.919+01:00
frequentation-gares,d24b0785815bac424757960372a73eace5059862,717188,669507,733730,b,376579,684565,502031,505178,721683,796347,87415018,76200,537971,557443,468655,479196,513611,Dieppe,2022-11-18T15:48:22.919+01:00
frequentation-gares,65d40acd31bd213b456c0f79853739cf13f09251,380495,384796,394141,b,295448,379307,380495,404127,404127,427379,87478073,35120,295448,427379,384796,379307,394141,Dol-de-Bretagne,2022-11-18T15:48:22.919+01:00
frequentation-gares,e95356a62519dab8dea94635ac26410b98bb9120,1848111,1571548,1948766,a,1241973,1868161,1663300,1756974,1952193,2146399,87281006,59140,1379970,1931759,1414394,1681344,1753890,Dunkerque,2022-11-18T15:48:22.919+01:00
frequentation-gares,f751857fc37d41be6bed1df4f5e6800dc9563d14,142482,110016,139137,b,72738,145130,113985,114495,143119,138972,87214536,67120,90922,111178,88012,116104,111309,Duppigheim,2022-11-18T15:48:22.919+01:00
frequentation-gares,f57ae80da81242e073c86739832bcb773ef5fb1d,151,697,352,c,267,347,151,308,308,215,87613174,46340,267,215,697,347,352,Dégagnac,2022-11-18T15:48:22.919+01:00
frequentation-gares,1e30a0aa96a6d7369e37371dbf7db2bd58489727,64944,58495,73536,c,36863,67193,64944,78349,78349,65786,87784207,66200,36863,65786,58495,67193,73536,Elne,2022-11-18T15:48:22.919+01:00
frequentation-gares,859692c75f5093757f854a89dc7cded12423934d,96934,74397,39616,b,39335,68044,77547,93044,116305,99479,87765826,84700,49169,79583,59518,54435,31693,Entraigues-sur-la-Sorgue,2022-11-18T15:48:22.919+01:00
frequentation-gares,c7eef79e16028097fed4171db1c2eb91fdea6d73,22409,26908,30750,c,21334,26404,22409,24355,24355,26024,87214221,67680,21334,26024,26908,26404,30750,Epfig,2022-11-18T15:48:22.919+01:00
frequentation-gares,0e68e7ea69c54de2156b2a115ac83e2c0b05bb4a,33668,29592,20552,c,27016,23906,33668,31751,31751,41140,87590356,44240,27016,41140,29592,23906,20552,Erdre-Active,2022-11-18T15:48:22.919+01:00
frequentation-gares,ed4441d688df5dd807e5b8e91bbb3af5aa3f6216,49190,53746,63141,c,45517,62219,49190,64311,64311,57402,87611707,31750,45517,57402,53746,62219,63141,Escalquens,2022-11-18T15:48:22.919+01:00
frequentation-gares,9148454d427e2d765fc842ebc1806d1214869311,42395,40101,32991,c,32345,38543,42395,44624,44624,44886,87272096,60110,32345,44886,40101,38543,32991,Esches,2022-11-18T15:48:22.919+01:00
frequentation-gares,4e348a8ed6a5b0a01ea0f4ad091f7ab3a67d8a1c,301824,207462,360066,b,101432,342324,301824,324412,324412,281500,87681601,91100,101432,281500,207462,342324,360066,Essonnes Robinson,2022-11-18T15:48:22.919+01:00
frequentation-gares,4db4f58ca7c0c07f923d5291730828f45bd660df,228,255,82,c,138,77,228,96,96,181,87784827,66800,138,181,255,77,82,Estavar,2022-11-18T15:48:22.919+01:00
frequentation-gares,e801f88046b3e879067129e24a406abcc13e3331,43288,47579,46836,c,35533,45473,43288,45439,45439,49403,87313387,60190,35533,49403,47579,45473,46836,Estrées-Saint-Denis,2022-11-18T15:48:22.919+01:00
frequentation-gares,95c8b3957fe93c38b3a667109d54a3b46ee5dfd0,28381,22226,21833,c,17079,22696,28381,24786,24786,25371,87571422,37320,17079,25371,22226,22696,21833,Esvres sur Indre,2022-11-18T15:48:22.919+01:00
frequentation-gares,e013d37ef80b0f8c079dcb49ac6b0c1241b9bdf4,2646,687,3275,c,930,3169,2646,3296,3296,2505,87193516,57450,930,2505,687,3169,3275,Farébersviller,2022-11-18T15:48:22.919+01:00
frequentation-gares,21a92290bce0d65dfacb1c1cc9de2afdbb9c93dc,24528,22995,27050,c,23468,29281,24528,26713,26713,25221,87182626,68470,23468,25221,22995,29281,27050,Fellering,2022-11-18T15:48:22.919+01:00
frequentation-gares,8be8033dd290611589260c7063fdefd95bba712b,7,14,1094,c,14,64,7,42,42,22,87611962,31150,14,22,14,64,1094,Fenouillet - Saint-Alban,2022-11-18T15:48:22.919+01:00
frequentation-gares,d47576b9ce76be64c6ab16521bb209b3e79783d2,238,0,574,c,0,547,238,397,397,10,87316752,80190,0,10,0,547,574,Feuquerolles,2022-11-18T15:48:22.919+01:00
frequentation-gares,cbfa78d89f64211b94395a3f0e8af9f88ab2da67,1032,1149,810,c,668,895,1032,989,989,1356,87696633,58190,668,1356,1149,895,810,Flez-Cuzy - Tannay,2022-11-18T15:48:22.919+01:00
frequentation-gares,2efe70cb52c12aef2db4606206b97920081cd442,2886,3213,3614,c,2240,3703,2886,3009,3009,3012,87784769,66360,2240,3012,3213,3703,3614,Fontpédrouse,2022-11-18T15:48:22.919+01:00
frequentation-gares,feebbb5caba0b601e56c80dae1e4c817a30d698f,31508,30792,28785,c,27613,29733,31508,32571,32571,28194,87485326,79230,27613,28194,30792,29733,28785,Fors,2022-11-18T15:48:22.919+01:00
frequentation-gares,6779ec106ed6bed7c88e60defd39923468ea292a,13342,13835,12838,c,12307,10415,13342,9697,9697,16822,87471201,35390,12307,16822,13835,10415,12838,Fougeray - Langon,2022-11-18T15:48:22.919+01:00
frequentation-gares,8cefeb9e9b5ad1f714c06e36265d30ec78e1779c,1394,2151,478,c,1692,1231,1394,1277,1277,1747,87313841,60220,1692,1747,2151,1231,478,Fouilloy,2022-11-18T15:48:22.919+01:00
frequentation-gares,b9ea9178616fd1bce55d1db9f098b48117cda60b,25818,24973,24726,c,21722,22704,25818,25935,25935,27253,87576108,18500,21722,27253,24973,22704,24726,Foëcy,2022-11-18T15:48:22.919+01:00
frequentation-gares,bf657331421267e464d6c644783843415f6e53de,33271,44133,33672,c,37461,32376,33271,34600,34600,36457,87142240,52320,37461,36457,44133,32376,33672,Froncles,2022-11-18T15:48:22.919+01:00
frequentation-gares,dee8e88fa6b749159a1e79389ebaec922637b229,350713,413342,401340,b,223824,406562,280570,338991,423739,367634,87773556,34110,279780,294107,330673,325249,321072,Frontignan,2022-11-18T15:48:22.919+01:00
frequentation-gares,a0a48edf4c790a9f2f0723d9d6bff767e8e76448,46822,50077,41051,c,33962,37882,46822,45636,45636,54606,87141077,54390,33962,54606,50077,37882,41051,Frouard,2022-11-18T15:48:22.919+01:00
frequentation-gares,e660263f820d51babc63e525c3be2b0d7dbe521c,15018,9513,10752,c,9392,13308,15018,15249,15249,19546,87444182,14630,9392,19546,9513,13308,10752,Frénouville - Cagny,2022-11-18T15:48:22.919+01:00
frequentation-gares,23da09ee2e93d9b8cb5416f54d07c7757ad716c7,3447,3856,3792,c,2479,4175,3447,3635,3635,3872,87574533,41160,2479,3872,3856,4175,3792,Fréteval - Morée,2022-11-18T15:48:22.919+01:00
frequentation-gares,2373ec7e3b5e0c93e348c94471fe169230a9c52c,255107,366628,288958,b,230110,280319,204085,241299,301624,329121,87615252,81600,287638,263296,293303,224255,231166,Gaillac,2022-11-18T15:48:22.919+01:00
frequentation-gares,70e69264867ed7bb8eee8067821032500a8aab79,224116,215421,200663,b,154129,208740,179292,180800,226000,243205,87212332,67760,192661,194564,172337,166992,160531,Gambsheim,2022-11-18T15:48:22.919+01:00
frequentation-gares,7072f59b367b8af65ead6e663e67954c1de36133,2805,1921,2426,c,1782,1408,2805,2269,2269,1790,87313262,60120,1782,1790,1921,1408,2426,Gannes,2022-11-18T15:48:22.919+01:00
frequentation-gares,3dcb9ed39d0bbd95a0e8f4e7b7f80b17c58cedef,3233856,4574239,3304052,b,6591131,3299886,3233856,3297972,3297972,3150620,87113860,93320,6591131,3150620,4574239,3299886,3304052,Gargan,2022-11-18T15:48:22.919+01:00
frequentation-gares,b5b0eec6a5214a14e2aecc01cbfac6a1c7d3d1c9,284182,678866,271971,b,119283,278919,284182,285161,285161,287054,87393348,78125,119283,287054,678866,278919,271971,Gazeran,2022-11-18T15:48:22.919+01:00
frequentation-gares,bb17162c915f99c30d0cb12340537e1dd56e2b35,16559,10390,21001,c,13290,13031,16559,16797,16797,21293,87718577,25650,13290,21293,10390,13031,21001,Gilley,2022-11-18T15:48:22.919+01:00
frequentation-gares,24cd1996552ca74971ad85bcf5e8c1fe394beb34,43555,49236,57265,c,37732,51139,43555,56408,56408,54608,87611772,32200,37732,54608,49236,51139,57265,Gimont Cahuzac,2022-11-18T15:48:22.919+01:00
frequentation-gares,01da514884216e0b30c4ece7960e6825f5c7d2b9,1725,4266,2968,c,3107,3028,1725,2468,2468,3176,87582858,33190,3107,3176,4266,3028,2968,Gironde-sur-Dropt,2022-11-18T15:48:22.919+01:00
frequentation-gares,adb3fe10b7714d883a74a5110f9f6d309271b68b,79315,75160,102220,c,65458,92403,79315,89898,89898,81721,87172130,8600,65458,81721,75160,92403,102220,Givet,2022-11-18T15:48:22.919+01:00
frequentation-gares,fea4f18cc7541242de6cbc7efcb22fbe2d30b5c0,49554,62263,53581,c,46244,55532,49554,53522,53522,56134,87576876,41130,46244,56134,62263,55532,53581,Gièvres,2022-11-18T15:48:22.919+01:00
frequentation-gares,697bbc7fe4ea152625cc7a4d8c5658997f53d402,21017,25694,18252,c,17023,20036,21017,20367,20367,26393,87755397,83590,17023,26393,25694,20036,18252,Gonfaron,2022-11-18T15:48:22.919+01:00
frequentation-gares,31f141ae1caca5ea2396845d20eae5da0ed146ac,84878,103255,100610,c,75932,97145,84878,97678,97678,96737,87613141,46300,75932,96737,103255,97145,100610,Gourdon,2022-11-18T15:48:22.919+01:00
frequentation-gares,68789e8a177e2e63e9f2f0aa7779c9bd5c84d46a,5196033,2004993,4912463,b,2643838,5045910,5196033,5171933,5171933,5227952,87276246,95190,2643838,5227952,2004993,5045910,4912463,Goussainville,2022-11-18T15:48:22.919+01:00
frequentation-gares,e05eedf32f4a13b92a17054b4a8aca4ea378b465,13357,18035,11090,c,16440,13393,13357,13242,13242,18618,87615377,31380,16440,18618,18035,13393,11090,Gragnague,2022-11-18T15:48:22.919+01:00
frequentation-gares,825216168a4003e4126bfa31aa79823bbe020124,772998,686340,758231,b,441245,748799,618398,669715,837144,894346,87747402,38610,551556,715477,549072,599039,606585,Grenoble Universités - Gières,2022-11-18T15:48:22.919+01:00
frequentation-gares,8048dd038ddd3300c4f2c81dcb72a7872dfc05b2,189944,167991,177838,b,127933,187503,151955,155246,194057,211292,87214593,67190,159916,169033,134392,150002,142270,Gresswiller,2022-11-18T15:48:22.919+01:00
frequentation-gares,cb25f196218a865a9f087b60359367fe32166e08,68730,85991,63268,c,67698,67629,68730,77445,77445,76660,87746248,74570,67698,76660,85991,67629,63268,Groisy - Thorens-Glières,2022-11-18T15:48:22.919+01:00
frequentation-gares,2d4ce51854b61186b1d3571d2d3af51e90126564,2697,1222,1642,c,1808,1915,2697,2071,2071,3576,87142265,52320,1808,3576,1222,1915,1642,Gudmont,2022-11-18T15:48:22.919+01:00
frequentation-gares,1a3a792dd3b9229a81799bf9a1c190b580907a4a,64665,84884,75320,c,72612,72360,64665,64765,64765,79706,87213223,67110,72612,79706,84884,72360,75320,Gundershoffen,2022-11-18T15:48:22.919+01:00
frequentation-gares,13e7e29f5e2b177d3f0db1699403bdea483376bf,75117,55050,83399,c,41808,81869,75117,87870,87870,79157,87597609,23000,41808,79157,55050,81869,83399,Guéret,2022-11-18T15:48:22.919+01:00
frequentation-gares,f83252da814bf756b66fb8dd7088528043226b3a,3036,2895,4195,c,2413,3738,3036,3193,3193,2454,87342261,62190,2413,2454,2895,3738,4195,Ham-en-Artois,2022-11-18T15:48:22.919+01:00
frequentation-gares,1d2af5eabc0a7be2889157a1ca8caa53ba0b6334,39230,34438,42167,c,32903,37668,39230,39105,39105,43635,87313114,80310,32903,43635,34438,37668,42167,Hangest-sur-Somme,2022-11-18T15:48:22.919+01:00
frequentation-gares,dc7cb8a92e24cd0cbc3bcdb0f9a1a6bddf718e05,4029,3944,6840,c,3338,5481,4029,4578,4578,4761,87413302,76700,3338,4761,3944,5481,6840,Harfleur,2022-11-18T15:48:22.919+01:00
frequentation-gares,6132ff8010012996857657c601fabfa76928584c,56343,51198,66832,c,40675,66311,56343,71492,71492,61310,87286096,59320,40675,61310,51198,66311,66832,Haubourdin,2022-11-18T15:48:22.919+01:00
frequentation-gares,e3c5a550bbc59e6e29f8533da37272cd266d837a,3945,6721,4917,c,4490,4628,3945,4278,4278,5151,87316059,80113,4490,5151,6721,4628,4917,Heilly,2022-11-18T15:48:22.919+01:00
frequentation-gares,58aeb807752ef2e1f28ccf07de7ee43b22fc04a7,3003,941,4392,c,1452,3459,3003,2678,2678,3251,87286062,59260,1452,3251,941,3459,4392,Hellemmes,2022-11-18T15:48:22.919+01:00
frequentation-gares,d2634886890b673b7f7737406dd378167f38d333,370721,309145,458763,b,194632,390902,322527,360887,414813,429575,87677005,64700,223715,373730,268956,340084,399124,Hendaye,2022-11-18T15:48:22.919+01:00
frequentation-gares,1bc77fd18064ef5197ad7e1ac5765b542d879a8c,3353417,2982632,3221262,b,1702962,3342904,3353417,3380147,3380147,3341643,87381889,95220,1702962,3341643,2982632,3342904,3221262,Herblay,2022-11-18T15:48:22.919+01:00
frequentation-gares,e3cb16949361cc41fb4cee179166f16933e1987c,51605,54133,47744,c,46806,53434,51605,56497,56497,51225,87182329,68420,46806,51225,54133,53434,47744,Herrlisheim-près-Colmar,2022-11-18T15:48:22.919+01:00
frequentation-gares,3ce59698c472611469c8414ac320f396d9500749,257706,255252,262622,b,180350,260968,206165,218011,272514,289164,87212167,67270,225438,231331,204202,208774,210098,Hochfelden,2022-11-18T15:48:22.919+01:00
frequentation-gares,ed209f1fa3e896b71edb98dd67625e86bbe60396,18341,17942,20874,c,15442,21663,18341,18232,18232,20638,87213413,67250,15442,20638,17942,21663,20874,Hoelschloch,2022-11-18T15:48:22.919+01:00
frequentation-gares,42ce27cd50355b595468ecf784225e2e14e02805,248690,236286,246304,b,159685,247311,198952,198378,247972,262474,87213686,67720,199606,209979,189029,197849,197043,Hoerdt,2022-11-18T15:48:22.919+01:00
frequentation-gares,c9a135e702310055b7cddc2a8abeaa35f9597f61,6689,9155,5255,c,6841,4059,6689,5519,5519,7963,87141473,54180,6841,7963,9155,4059,5255,Houdemont,2022-11-18T15:48:22.919+01:00
frequentation-gares,c5096de4bf40da51f24d6ae107bf25ec18609ece,34386,25896,37398,c,36599,35070,34386,34555,34555,38274,87193540,57990,36599,38274,25896,35070,37398,Hundling,2022-11-18T15:48:22.919+01:00
frequentation-gares,aa072a202302b1f0f43cad0881276b6020174a12,489062,572805,248414,b,340343,427502,454827,500037,537675,532361,87755629,83400,365960,495096,532708,397577,231025,Hyères,2022-11-18T15:48:22.919+01:00
frequentation-gares,b5a6d5797f262083a91f5c6c34b8e61ee9011537,192194,268972,183481,b,152054,178885,153755,148320,185400,207955,87394437,28120,190068,166364,215178,143108,146785,Illiers-Combray,2022-11-18T15:48:22.919+01:00
frequentation-gares,995a8dea3358443359e8f5270ef67b6660132f33,56089,55226,69883,c,37354,66843,56089,62191,62191,60098,87484360,49123,37354,60098,55226,66843,69883,Ingrandes-Le Fresne-sur-Loire,2022-11-18T15:48:22.919+01:00
frequentation-gares,85904e342b70e61dd1a40cfe896fc6554fef55b5,19694,19007,21166,c,14172,21193,19694,24814,24814,20099,87481622,44520,14172,20099,19007,21193,21166,Issé,2022-11-18T15:48:22.919+01:00
frequentation-gares,5d408047e3e20d6abe6f2b309da97be110bd8d3b,5870,4585,7871,c,5446,6520,5870,6973,6973,7181,87345397,59141,5446,7181,4585,6520,7871,Iwuy,2022-11-18T15:48:22.919+01:00
frequentation-gares,ea6490e2a29ac15e0996f82452c4330844f0affa,32184,34886,25777,c,30636,27277,32184,30080,30080,41635,87141010,54140,30636,41635,34886,27277,25777,Jarville-la-Malgrange,2022-11-18T15:48:22.919+01:00
frequentation-gares,e00ae184dc3fbf67640cb96b2c1534ac8cd5fa6e,73200,62954,75639,c,62713,69142,73200,72038,72038,92964,87295014,59460,62713,92964,62954,69142,75639,Jeumont,2022-11-18T15:48:22.919+01:00
frequentation-gares,b9930f128017fb6dc410b32c8e64acd8707a0a98,53597,49377,68019,c,39873,63789,53597,61577,61577,57765,87175091,52300,39873,57765,49377,63789,68019,Joinville,2022-11-18T15:48:22.919+01:00
frequentation-gares,bdb164ce3c125f39529c6f982e5b3397076dac03,833186,542195,829490,b,308399,840393,833186,844660,844660,829498,87393512,78350,308399,829498,542195,840393,829490,Jouy-en-Josas,2022-11-18T15:48:22.919+01:00
frequentation-gares,f3cae2b128ba750dbd88aa95a67a630d0bc15aaf,43157732,41887674,38614086,b,21871129,40463299,43157732,42199755,42199755,40222510,87545244,91260,21871129,40222510,41887674,40463299,38614086,Juvisy-sur-Orge,2022-11-18T15:48:22.919+01:00
frequentation-gares,5b98e30cb4d58ced8ea67154fa3992cd0be2a670,12902,11747,13738,c,7484,12860,12902,12170,12170,10784,87193664,57412,7484,10784,11747,12860,13738,Kalhausen,2022-11-18T15:48:22.919+01:00
frequentation-gares,7fe05759c235964a7b5465c1f9cc28f6a122a84b,209658,163885,188725,b,119333,202022,167726,171593,214492,206425,87338525,67100,149166,165140,131108,161618,150980,Krimmeri Meinau,2022-11-18T15:48:22.919+01:00
