datasetid,recordid,total_voyageurs_non_voyageurs_2018,total_voyageurs_non_voyageurs_2021,total_voyageurs_non_voyageurs_2015,segmentation_drg,total_voyageurs_2020,total_voyageurs_non_voyageurs_2016,total_voyageurs_2018,totalvoyageurs2017,total_voyageurs_non_voyageurs_2017,total_voyageurs_non_voyageurs_2019,code_uic_complet,code_postal,total_voyageurs_non_voyageurs_2020,total_voyageurs_2019,total_voyageurs_2021,total_voyageurs_2016,total_voyageurs_2015,nom_gare,record_timestamp
frequentation-gares,d3d18204d0ef0944c594a8895d42355e25f4695d,99438,105056,61724,c,79246,93217,99438,105626,105626,113411,87486571,85800,79246,113411,105056,93217,61724,Saint-Gilles-Croix-de-Vie,2022-11-18T15:48:22.919+01:00
frequentation-gares,404b551d7d90e29256caa6367c16f3350bcb453e,306,555,378,c,201,519,306,316,316,376,87491324,17500,201,376,555,519,378,Saint-Hilaire - Brizambourg,2022-11-18T15:48:22.919+01:00
frequentation-gares,aa607368c0f3bd152314175bc2215d5bf4ae60e5,5255,3715,12966,c,3741,9182,5255,7918,7918,7747,87471052,35136,3741,7747,3715,9182,12966,Saint-Jacques-de-la-Lande,2022-11-18T15:48:22.919+01:00
frequentation-gares,68e001c34d982821e86d4bd6d8924f65b466f2bd,35005,33939,51363,c,27563,48960,35005,41399,41399,39979,87491357,17400,27563,39979,33939,48960,51363,Saint-Jean-d'Angély,2022-11-18T15:48:22.919+01:00
frequentation-gares,4a7f0f323a8141d0d394df86386f4f00d21cbf0f,393444,492524,391674,b,270478,377871,314755,340250,425313,475809,87677120,64500,338098,380647,394019,302297,313339,Saint-Jean-de-Luz - Ciboure,2022-11-18T15:48:22.919+01:00
frequentation-gares,dbe3f0b982b005130757c0397b3b1180f2a49168,28038,33306,29962,c,34658,28223,28038,28595,28595,29002,87713834,21490,34658,29002,33306,28223,29962,Saint-Julien - Clénay,2022-11-18T15:48:22.919+01:00
frequentation-gares,ee786941f163bf8d234137e4f92adf68ba7a2c36,190519,213424,205150,b,104246,193729,152415,176615,220769,224001,87745430,74160,130307,179201,170739,154983,164120,Saint-Julien-en-Genevois,2022-11-18T15:48:22.919+01:00
frequentation-gares,4e5479a21c87ff40e31a9df17e919fc43cf83436,878414,847054,727159,b,518192,720728,702731,727699,909624,1073273,87756346,6700,647740,858618,677643,576583,581727,Saint-Laurent-du-Var,2022-11-18T15:48:22.919+01:00
frequentation-gares,b1ad486a6aa4a80c0d5d3768482e2f24701b43e5,595825,563543,598984,b,346192,589709,476660,534373,667966,691160,87761718,38160,432740,552928,450834,471767,479187,Saint-Marcellin,2022-11-18T15:48:22.919+01:00
frequentation-gares,5406d487d892359dc7dcd512390567133924f927,3439611,2116656,3252456,b,1640067,3345767,3439611,3427512,3427512,3466862,87545202,91240,1640067,3466862,2116656,3345767,3252456,Saint-Michel-sur-Orge,2022-11-18T15:48:22.919+01:00
frequentation-gares,361ad6a735cb6c2a79ef764f086ae115e80c7afc,33338,35674,46537,c,32013,43871,33338,43477,43477,38691,87478024,35250,32013,38691,35674,43871,46537,Saint-Médard-sur-Ille,2022-11-18T15:48:22.919+01:00
frequentation-gares,7a986ec97e35b18fa6d93062fb186c7de49939ef,5103,6162,2351,c,4724,3978,5103,5094,5094,6705,87146217,88200,4724,6705,6162,3978,2351,Saint-Nabord,2022-11-18T15:48:22.919+01:00
frequentation-gares,2a14a840b169d2ec9bf0497071df3f1247313aa3,3826855,1599702,3942411,b,207533,3949540,3826855,3935467,3935467,3778187,87271247,93400,207533,3778187,1599702,3949540,3942411,Saint-Ouen,2022-11-18T15:48:22.919+01:00
frequentation-gares,c24006858d94504569bdf9ef62ebb1417b4f4582,553932,586174,482195,b,278841,480297,553932,520876,520876,589690,87381426,95310,278841,589690,586174,480297,482195,Saint-Ouen-l'Aumône Quartier de l'Église,2022-11-18T15:48:22.919+01:00
frequentation-gares,2abd0219cdb51bf732ad0fe5169eef57074ec6ab,9915,15087,8861,c,9345,8360,9915,8345,8345,10059,87571810,37130,9345,10059,15087,8360,8861,Saint-Patrice,2022-11-18T15:48:22.919+01:00
frequentation-gares,ef2eb0ef5d0d2236a5c6ef5d57a0e65de9caff39,4967,9540,3208,c,6915,3584,4967,4279,4279,7364,87476440,56510,6915,7364,9540,3584,3208,Saint-Pierre-Quiberon,2022-11-18T15:48:22.919+01:00
frequentation-gares,ce0b6021b1a8b45c3c6c8a539c3bc203fd0064d7,134939,133745,150897,b,80062,144862,107951,123836,154795,153338,87741223,73250,100078,122670,106996,115889,120717,Saint-Pierre-d'Albigny,2022-11-18T15:48:22.919+01:00
frequentation-gares,7492cc8d3cfb7159f7d90fac0027e23a77c70848,37490,46540,35797,c,34560,32687,37490,36578,36578,42027,87444216,14170,34560,42027,46540,32687,35797,Saint-Pierre-sur-Dives,2022-11-18T15:48:22.919+01:00
frequentation-gares,86594cffe7dfc9214dc9489e100f6d3670a388cb,11471,1066,12652,c,1173,13486,11471,14305,14305,4775,87474569,29250,1173,4775,1066,13486,12652,Saint-Pol-de-Léon,2022-11-18T15:48:22.919+01:00
frequentation-gares,eb5cc9e159da32465d73fc483aabc99f873fb771,1258954,1362502,1525346,a,768875,1457285,1007163,1216384,1520480,1421409,87757526,83700,961094,1137127,1090001,1165828,1220277,Saint-Raphaël,2022-11-18T15:48:22.919+01:00
frequentation-gares,ee78ee233bd64d5091bbe5302446d507a39b6b9f,1755,1346,2808,c,943,1974,1755,2114,2114,1656,87783431,12490,943,1656,1346,1974,2808,Saint-Rome-de-Cernon,2022-11-18T15:48:22.919+01:00
frequentation-gares,37fb36dbd7a613f5ba3feb62d2cfcb49079f6f8b,137214,136112,141698,b,86773,147251,109771,122325,152906,146688,87584615,33660,108467,117350,108890,117801,113359,Saint-Seurin-sur-l'Isle,2022-11-18T15:48:22.919+01:00
frequentation-gares,06b978290496b21e3acf0a9a67f0aa9f6ace0e93,399,126,536,c,80,1114,399,662,662,591,87474312,29410,80,591,126,1114,536,Saint-Thégonnec,2022-11-18T15:48:22.919+01:00
frequentation-gares,9f6d7ee7ec5f83ccedb7eb7243b23a2213f3965a,1825,4578,4026,c,2816,3407,1825,3233,3233,2588,87592683,87420,2816,2588,4578,3407,4026,Saint-Victurnien,2022-11-18T15:48:22.919+01:00
frequentation-gares,d2ff1f38fb598490c2af32991d5464a45757c090,147199,140637,256856,b,97734,255070,117759,156715,195894,157152,87718320,25410,122168,125721,112510,204056,205485,Saint-Vit,2022-11-18T15:48:22.919+01:00
frequentation-gares,e7da36f586d268cb203d2a25f7707750f2426f39,25943,20282,25593,c,18352,23572,25943,25475,25475,33652,87411215,76800,18352,33652,20282,23572,25593,Saint-Étienne-du-Rouvray,2022-11-18T15:48:22.919+01:00
frequentation-gares,166a155e918feb6a611fe80780e0dbcf72d860fe,136480,123972,127795,b,80801,131745,136480,135314,135314,139106,87116178,77650,80801,139106,123972,131745,127795,Sainte-Colombe Septveilles,2022-11-18T15:48:22.919+01:00
frequentation-gares,5e66e25c6b0b52fb4030cd6f2bbd8b05196fc865,3617,1412,3578,c,1062,4134,3617,3826,3826,3656,87444604,61370,1062,3656,1412,4134,3578,Sainte-Gauburge,2022-11-18T15:48:22.919+01:00
frequentation-gares,ced0ad7cb10cd354b9bf8d37429a7538b3f11dca,249709,249122,244166,b,139089,242053,199767,200632,250790,262216,87543165,41300,173861,209773,199298,193643,195333,Salbris,2022-11-18T15:48:22.919+01:00
frequentation-gares,2362e501dc029238cef70625749f923c5879951c,342118,328041,338233,b,264387,339566,311327,329130,361681,381617,87746438,74700,290535,347272,298518,309005,307792,Sallanches - Combloux - Megève,2022-11-18T15:48:22.919+01:00
frequentation-gares,dc762767ce25734918ba28354848c31a53891b6e,1871,3435,1680,c,2547,1732,1871,1872,1872,3644,87613877,12260,2547,3644,3435,1732,1680,Salles-Courbatiès,2022-11-18T15:48:22.919+01:00
frequentation-gares,bc2c985d27347064f2bb6a1a491881e12fd67bff,5684113,4889833,5570586,b,1368690,5628043,5684113,5658290,5658290,5638420,87276386,95200,1368690,5638420,4889833,5628043,5570586,Sarcelles - Saint-Brice,2022-11-18T15:48:22.919+01:00
frequentation-gares,620bc87851e3efe30a96b17e996d335ebd96cb87,997,1468,61,c,1021,717,997,1262,1262,1771,87672766,64490,1021,1771,1468,717,61,Sarrance,2022-11-18T15:48:22.919+01:00
frequentation-gares,59e762562569032c789b143e4ad465b520d3f8e4,313475,232712,239512,b,233402,245349,313475,291170,291170,370459,87723700,69580,233402,370459,232712,245349,239512,Sathonay - Rillieux,2022-11-18T15:48:22.919+01:00
frequentation-gares,15b8e966e0038c52d2acedd19d86482378651df7,79913,56718,110760,b,34153,102147,63931,80008,100010,86604,87753558,13960,42692,69283,45374,81718,88608,Sausset-les-Pins,2022-11-18T15:48:22.919+01:00
frequentation-gares,9feb0b7dfd9b60cfa7e98a0781821d51720edba3,89,142,86,c,107,101,89,30,30,79,87784777,66210,107,79,142,101,86,Sauto,2022-11-18T15:48:22.919+01:00
frequentation-gares,128d8fde738c13a1153ef1fa27a906f4dd6c3bfe,2974,2244,3017,c,1409,3173,2974,3422,3422,2262,87571844,37510,1409,2262,2244,3173,3017,Savonnières,2022-11-18T15:48:22.919+01:00
frequentation-gares,823b5b43d8ab6db96a1bd50c665d6949ed87f131,25591,14367,30774,c,22035,27234,25591,29757,29757,30007,87718502,25660,22035,30007,14367,27234,30774,Saône,2022-11-18T15:48:22.919+01:00
frequentation-gares,e68cc6c862e80619767e6768d7afbcfc0e8b5441,21221,22244,18739,c,15991,17854,21221,16061,16061,24974,87213108,67590,15991,24974,22244,17854,18739,Schweighouse-sur-Moder,2022-11-18T15:48:22.919+01:00
frequentation-gares,28bdb8c502e4d651f5ebf6c7a2b33d3ce7123115,23660,27077,27074,c,19177,26725,23660,26682,26682,27663,87576868,41130,19177,27663,27077,26725,27074,Selles-sur-Cher,2022-11-18T15:48:22.919+01:00
frequentation-gares,0a3a64173f357f1482f9879e3728fec129cd6477,104001,105276,107563,c,90761,97967,104001,95310,95310,123451,87471532,35530,90761,123451,105276,97967,107563,Servon-sur-Vilaine,2022-11-18T15:48:22.919+01:00
frequentation-gares,ca6687ddb8f970708b0886a9e620792a9c5d1985,5902128,3906248,5932168,b,2632823,5973397,5902128,5982229,5982229,5792675,87271429,93270,2632823,5792675,3906248,5973397,5932168,Sevran - Livry,2022-11-18T15:48:22.919+01:00
frequentation-gares,be45a715bdab9285ae65f377dbad71b9689da219,60850,27606,59507,c,27972,59406,60850,65263,65263,67533,87345405,59450,27972,67533,27606,59406,59507,Sin-le-Noble,2022-11-18T15:48:22.919+01:00
frequentation-gares,a72032b2ab9837f6976c9fb1438fff439f55e86d,1234,1466,2572,c,1044,2047,1234,1900,1900,1752,87592246,87110,1044,1752,1466,2047,2572,Solignac - Le Vigen,2022-11-18T15:48:22.919+01:00
frequentation-gares,bf56c7192ec46b52083ef80f9df2b09c3c36eaa9,52227,24291,46369,c,28644,50748,52227,56821,56821,57160,87756825,6380,28644,57160,24291,50748,46369,Sospel,2022-11-18T15:48:22.919+01:00
frequentation-gares,28bf12d7b20ffb825a4d0752b12bd36902c79b76,374,7,715,c,12,496,374,334,334,342,87295543,59600,12,342,7,496,715,Sous le Bois,2022-11-18T15:48:22.919+01:00
frequentation-gares,45957e3ce278e5c86acc584f8ff939fcdac56457,40214,42800,49252,c,35755,47339,40214,43893,43893,48554,87286161,59181,35755,48554,42800,47339,49252,Steenwerck,2022-11-18T15:48:22.919+01:00
frequentation-gares,a460e9b4231f31f9e2173a8da5632332eb7f1836,23729967,19209527,21450461,a,13049946,21732456,20170472,19989293,23516815,25253140,87212027,67000,15352878,21465169,16328098,18472587,18232891,Strasbourg,2022-11-18T15:48:22.919+01:00
frequentation-gares,e47f34a7159f62aba22ba6c6cc7589877de7d9da,56612,68898,55804,c,42455,65125,56612,63283,63283,66411,87444562,61570,42455,66411,68898,65125,55804,Surdon,2022-11-18T15:48:22.919+01:00
frequentation-gares,4d7dfee919c0cc7af5805828d191db8a30c591b0,438453,427417,451609,b,257923,415453,350762,370151,462689,466186,87485227,17700,322403,372949,341933,332363,361287,Surgères,2022-11-18T15:48:22.919+01:00
frequentation-gares,8cccc848c16cdecf3980a643da445f5795db09a4,18364,20619,21352,c,13371,17312,18364,20035,20035,21113,87726422,42450,13371,21113,20619,17312,21352,Sury-le-Comtal,2022-11-18T15:48:22.919+01:00
frequentation-gares,5a0bda73f76ac4e27230db3746a66869db1c6178,61,53,63,c,49,183,61,62,62,170,87574236,41500,49,170,53,183,63,Suèvres,2022-11-18T15:48:22.919+01:00
frequentation-gares,0d1f93140f30bf70f4255bc569d288b80cc6778d,77622,59540,92300,c,41849,85925,77622,89164,89164,77199,87444695,61500,41849,77199,59540,85925,92300,Sées,2022-11-18T15:48:22.919+01:00
frequentation-gares,b6d790c522eae4e81ce1718ee1e0f29e729cd5b1,561078,491601,564523,b,335257,550825,448862,470380,587975,631755,87761163,26600,419071,505404,393281,440660,451618,Tain-l'Hermitage - Tournon,2022-11-18T15:48:22.919+01:00
frequentation-gares,0dd3846d1b76c7b45c452e2d2d9237b7d4e9ffaf,150,6,391,c,2,397,150,425,425,9,87141598,54116,2,9,6,397,391,Tantonville,2022-11-18T15:48:22.919+01:00
frequentation-gares,796b7b462b1634a9ef7e0d365513f0eb96660ceb,1752,2846,1418,c,2586,1536,1752,1695,1695,2590,87615674,81190,2586,2590,2846,1536,1418,Tanus,2022-11-18T15:48:22.919+01:00
frequentation-gares,f67a0e5576d427f453f62d9e834604c61fef8693,502591,608362,637206,b,334030,595926,407099,512070,632185,529157,87671008,65000,412383,428617,492773,482700,516136,Tarbes,2022-11-18T15:48:22.919+01:00
frequentation-gares,0c2185f82089fa2c7bab029700be3eebb89dd934,844721,602686,705554,b,451953,729358,675777,650435,813044,923317,87286625,59242,564941,738654,482148,583486,564443,Templeuve,2022-11-18T15:48:22.919+01:00
frequentation-gares,011ac674aa4282e354034e4c08e7d53848ec7fb0,34144,29582,32579,c,21893,30560,34144,34113,34113,29469,87743757,1970,21893,29469,29582,30560,32579,Tenay - Hauteville,2022-11-18T15:48:22.919+01:00
frequentation-gares,79f8ef62e9d7548af95c498dd678852f435bdf95,1648,3458,1778,c,1869,1642,1648,1846,1846,1608,87193342,57114,1869,1608,3458,1642,1778,Teting-sur-Nied,2022-11-18T15:48:22.919+01:00
frequentation-gares,683b2ffe40ac2280988d1338d1c12c025d79bd10,22740,33262,20529,c,13628,22954,22740,25483,25483,25362,87272054,77230,13628,25362,33262,22954,20529,Thieux - Nantouillet,2022-11-18T15:48:22.919+01:00
frequentation-gares,269db997491fb489248e55094a77ceecbed5fde4,2872787,2468316,2828165,a,1940743,2885110,2786603,2987868,3080277,3035898,87191007,57100,2000766,2944821,2394267,2798556,2743320,Thionville,2022-11-18T15:48:22.919+01:00
frequentation-gares,49172a62ea43ee48a1eec4740f5edd1bdeeb58a4,125027,122665,144507,b,75710,147269,100021,121456,151820,136739,87595124,24800,94638,109391,98132,117815,115606,Thiviers,2022-11-18T15:48:22.919+01:00
frequentation-gares,18295de78baaa9835a08c87f4fa760fcdcc6791b,12411,12819,18617,c,10762,15907,12411,13471,13471,14525,87316125,80110,10762,14525,12819,15907,18617,Thézy-Glimont,2022-11-18T15:48:22.919+01:00
frequentation-gares,8be9440f5c45fcddad1a0fa227626baaf511060f,2086,3324,2288,c,3100,2373,2086,1492,1492,2743,87718114,25320,3100,2743,3324,2373,2288,Torpes - Boussières,2022-11-18T15:48:22.919+01:00
frequentation-gares,c109457d737034960b92c3d6f50b020e215a2e82,4977632,5165806,5371539,a,2524370,5402434,3534118,4122788,5806743,5166915,87755009,83000,3555450,3668509,3667722,3835728,3813793,Toulon,2022-11-18T15:48:22.919+01:00
frequentation-gares,0144b1012f6e7b438eeb154b935660e7b9c8ced0,2585,2339,2019,c,2130,2368,2585,3027,3027,3107,87756817,6440,2130,3107,2339,2368,2019,Touët-de-l'Escarène,2022-11-18T15:48:22.919+01:00
frequentation-gares,ed3d908822b12a68b803deeaedcbd01363a1dcdf,4193129,3020129,4341910,b,2197802,4324488,4193129,4291263,4291263,4133446,87393835,78190,2197802,4133446,3020129,4324488,4341910,Trappes,2022-11-18T15:48:22.919+01:00
frequentation-gares,9cc0af1e4f5ae586a975fa0a732508d4a93f85d3,585,0,316,c,746,501,585,1057,1057,850,87586446,47140,746,850,0,501,316,Trentels Ladignac,2022-11-18T15:48:22.919+01:00
frequentation-gares,bba52cbd2301c0b27090ef65d08492c2cd90ae87,423304,464471,237858,b,331562,330316,414838,397491,405603,504289,87191130,57270,338328,494204,455181,323709,233101,Uckange,2022-11-18T15:48:22.919+01:00
frequentation-gares,808fb3bc92d9f868aa89d5b5e160a32b72d6dbbe,53380,63793,70260,c,49269,64647,53380,60396,60396,60291,87611863,82400,49269,60291,63793,64647,70260,Valence d'Agen,2022-11-18T15:48:22.919+01:00
frequentation-gares,337aaefc13683be4b8310a83a84e8c5bd6198194,17864,25675,19380,c,15310,19882,17864,18854,18854,17372,87576215,36600,15310,17372,25675,19882,19380,Valençay,2022-11-18T15:48:22.919+01:00
frequentation-gares,0480a4ab0935ca26de5cb57f9450f2e9b058e598,6514,8806,7460,c,6261,6315,6514,6031,6031,8932,87192476,54121,6261,8932,8806,6315,7460,Vandières,2022-11-18T15:48:22.919+01:00
frequentation-gares,76b109bade8f2de60d7331d8458bd9053b41f02f,365340,353705,317417,b,231914,318914,292272,292623,365778,378727,87141101,54110,289893,302982,282964,255131,253934,Varangéville - Saint-Nicolas,2022-11-18T15:48:22.919+01:00
frequentation-gares,db7d00687a24f6f8b1956f386b4a44f689e3d3bb,33531,37204,50304,c,22937,45531,33531,43364,43364,44325,87611327,9120,22937,44325,37204,45531,50304,Varilhes,2022-11-18T15:48:22.919+01:00
frequentation-gares,e7b2a71590ea3d1f5795fa0208567baf9b228617,1752992,1581017,1601731,b,937830,1676989,1752992,1731887,1731887,1785206,87382267,92420,937830,1785206,1581017,1676989,1601731,Vaucresson,2022-11-18T15:48:22.919+01:00
frequentation-gares,1d19972cfb0186158680b020dab00de5388c79e1,150,0,115,c,0,38,150,23,23,229,87592451,87140,0,229,0,38,115,Vaulry,2022-11-18T15:48:22.919+01:00
frequentation-gares,5fc0c521b56be274b788a8d55397bfbaaaa12e8f,317047,359744,371139,b,154770,385904,317047,353446,353446,286181,87381814,78740,154770,286181,359744,385904,371139,Vaux-sur-Seine,2022-11-18T15:48:22.919+01:00
frequentation-gares,cc69c4ed83f3f2b0db5166331f53676299d84853,198958,195004,235599,b,130582,236890,159166,196492,245615,217771,87611392,31810,163228,174216,156003,189512,188479,Venerque - Vernet,2022-11-18T15:48:22.919+01:00
frequentation-gares,68abe3caec785f19ed4f5595d358136a05baf60a,272755,394562,266238,b,204051,276713,218204,247436,309295,304936,87775114,30310,255064,243949,315649,221370,212990,Vergèze - Codognan,2022-11-18T15:48:22.919+01:00
frequentation-gares,0264481f169d232c8556612a994524e2955f9474,5255,5933,4579,c,4665,4151,5255,4919,4919,6541,87683664,89270,4665,6541,5933,4151,4579,Vermenton,2022-11-18T15:48:22.919+01:00
frequentation-gares,5bc74e9b9827698fd68b154f42d5403792684665,658852,494717,621339,b,273994,638495,658852,656054,656054,667781,87116079,77390,273994,667781,494717,638495,621339,Verneuil-l'Étang,2022-11-18T15:48:22.919+01:00
frequentation-gares,f5d195ac45b61cc746752b1418f399079d3e1301,4330,5281,5774,c,3813,3070,4330,4334,4334,3396,87297119,2000,3813,3396,5281,3070,5774,Verneuil-sur-Serre,2022-11-18T15:48:22.919+01:00
frequentation-gares,900d5e09c6cdfc09369137e75ad76983bad7dfa7,20264,21178,25966,c,19592,23721,20264,24614,24614,19996,87713081,21540,19592,19996,21178,23721,25966,Verrey-sous-Salmaise,2022-11-18T15:48:22.919+01:00
frequentation-gares,6d5785cc19aa61ffc6922a2dffd5bb942d916cc6,23336771,15922909,24191310,b,12376593,24132107,23336771,23974181,23974181,22909416,87393009,78000,12376593,22909416,15922909,24132107,24191310,Versailles Chantiers,2022-11-18T15:48:22.919+01:00
frequentation-gares,b0555e643f48d7a96a938dcd398e1aa2824dfda6,246102,247917,270885,b,181768,256770,196881,215758,269698,290554,87734186,63270,227210,232443,198334,205416,216708,Vic-le-Comte,2022-11-18T15:48:22.919+01:00
frequentation-gares,f1cc34f15771cc1b1bc02c6f3c0ba7ce7290f33f,10451,10643,12489,c,6865,11997,10451,11805,11805,9244,87645440,15800,6865,9244,10643,11997,12489,Vic-sur-Cère,2022-11-18T15:48:22.919+01:00
frequentation-gares,7d2b9fd2b76ef369760614ab4a70fd3a92d76f26,1404607,1238050,1489233,a,832494,1433755,1193916,1295130,1523682,1540981,87732008,3200,979404,1309834,1052342,1218692,1265848,Vichy,2022-11-18T15:48:22.919+01:00
frequentation-gares,4dea71933f82f9263e915455959219bc14227b0c,6847,13759,9173,c,6576,7931,6847,6246,6246,12161,87755421,83550,6576,12161,13759,7931,9173,Vidauban,2022-11-18T15:48:22.919+01:00
frequentation-gares,237d5300fe2a959fee31fc63dbeda1ada07d8286,18237,19473,24362,c,16881,21009,18237,20724,20724,21524,87615492,81570,16881,21524,19473,21009,24362,Vielmur-sur-Agout,2022-11-18T15:48:22.919+01:00
frequentation-gares,d382374e81ec5a8d89fa0bd1d8b28b4f7becced6,166458,288598,187267,b,145043,184903,133167,149035,186293,172788,87784686,66820,181304,138231,230878,147923,149814,Villefranche - Vernet-les-Bains,2022-11-18T15:48:22.919+01:00
frequentation-gares,e677ffe12c3fc1025eeb62af1d43b7f55715a196,220386,282489,274888,b,184399,276094,176308,222552,278190,282591,87615013,31290,230499,226072,225991,220875,219910,Villefranche-de-Lauragais,2022-11-18T15:48:22.919+01:00
frequentation-gares,31ce16f183fe795173b1e65281f45c6b99a0075d,18167340,14720746,18012745,b,9348272,18187384,18167340,18338319,18338319,17889110,87681825,94190,9348272,17889110,14720746,18187384,18012745,Villeneuve-Saint-Georges,2022-11-18T15:48:22.919+01:00
frequentation-gares,eaa50f6ab3608205fbed16adba5c3922d6cd5e24,587565,781301,726073,b,285276,682829,587565,639197,639197,541158,87386649,78670,285276,541158,781301,682829,726073,Villennes-sur-Seine,2022-11-18T15:48:22.919+01:00
frequentation-gares,30700fa43bcf53b0921f2977eff0d6ae8f68f462,441821,401953,520736,b,253080,487205,353457,392138,490172,463625,87271734,2600,316350,370900,321562,389764,416589,Villers-Cotterêts,2022-11-18T15:48:22.919+01:00
frequentation-gares,94e4b49181853c3e9021711fbfa878519ddcc364,64875,68217,76135,c,53101,72176,64875,72088,72088,74251,87276378,60870,53101,74251,68217,72176,76135,Villers-Saint-Paul,2022-11-18T15:48:22.919+01:00
frequentation-gares,099ee64e81620a24b3457f9a3a97761570fbdd3f,12130982,2587211,12047909,b,3904492,12184681,12130982,12269112,12269112,12001779,87276220,95400,3904492,12001779,2587211,12184681,12047909,Villiers-le-Bel - Gonesse - Arnouville,2022-11-18T15:48:22.919+01:00
frequentation-gares,b7adaec3aa274b83bbdb958d4b795f9757a7fdae,3004,3358,2922,c,2504,2495,3004,4222,4222,4584,87683631,89290,2504,4584,3358,2495,2922,Vincelles,2022-11-18T15:48:22.919+01:00
frequentation-gares,5630c3b389d43ae3b84f59e2376beee78219dbe0,17225,29570,26350,c,16652,21937,17225,19685,19685,17932,87144063,88450,16652,17932,29570,21937,26350,Vincey,2022-11-18T15:48:22.919+01:00
frequentation-gares,e3a49a1b2677380045dfb023da9b78df4c7d79d3,5330072,3373069,4389157,b,2634272,4726246,5330072,5067446,5067446,5633570,87393215,78220,2634272,5633570,3373069,4726246,4389157,Viroflay Rive Gauche,2022-11-18T15:48:22.919+01:00
frequentation-gares,4a2cc8d56dbd46509c3d5e9371a2d74532a3b9e9,93824,66628,97110,c,61341,95222,93824,95886,95886,91824,87342113,62490,61341,91824,66628,95222,97110,Vitry-en-Artois,2022-11-18T15:48:22.919+01:00
frequentation-gares,e56b48c6bedf5c6b7ae94ddcc557a72f30781d51,33548,30717,43995,c,24729,37010,33548,37480,37480,34012,87575290,86370,24729,34012,30717,37010,43995,Vivonne,2022-11-18T15:48:22.919+01:00
frequentation-gares,7918c0ca3f4107248f1234f7e2eed0d66c2aba69,7619,9144,8183,c,6737,9518,7619,9864,9864,8791,87641423,63530,6737,8791,9144,9518,8183,Volvic,2022-11-18T15:48:22.919+01:00
frequentation-gares,8585b716efa021b800232f36741ba8dc733dcd3d,10194,11771,10910,c,10356,8987,10194,11013,11013,12042,87184531,25420,10356,12042,11771,8987,10910,Voujeaucourt,2022-11-18T15:48:22.919+01:00
frequentation-gares,4ac578de9f7ddc68417ee19c1b9869e26669bd02,4557,1190,7554,c,1555,8549,4557,6653,6653,3326,87143024,52310,1555,3326,1190,8549,7554,Vraincourt - Viéville,2022-11-18T15:48:22.919+01:00
frequentation-gares,3b2f8972b72dbdd37c62f12f552c358e000602f4,54449,93951,57163,c,33356,56647,54449,55824,55824,52885,87682443,77870,33356,52885,93951,56647,57163,Vulaines-sur-Seine - Samoreau,2022-11-18T15:48:22.919+01:00
frequentation-gares,059639e21324e59b09912e55edcf43bcd68e37d9,5902,3868,6043,c,3444,6135,5902,6420,6420,6940,87181065,68130,3444,6940,3868,6135,6043,Walheim,2022-11-18T15:48:22.919+01:00
frequentation-gares,1e42c5e772a0e1bcf9cfcad3541fcf5217c9365c,6985,6243,6588,c,4923,3260,6985,5583,5583,7365,87191098,57433,4923,7365,6243,3260,6588,Waligator Parc,2022-11-18T15:48:22.919+01:00
frequentation-gares,71651b36fd14ba02de251a08632e1e1bdab2b6ef,39150,37173,44627,c,30909,41751,39150,42020,42020,43828,87182618,68470,30909,43828,37173,41751,44627,Wesserling,2022-11-18T15:48:22.919+01:00
frequentation-gares,fce7db4d5a0e58e89caa7e506298464aaa9d7f59,36849,40428,38570,c,36875,38444,36849,41448,41448,40307,87182378,68230,36875,40307,40428,38444,38570,Wihr-au-Val - Soultzbach,2022-11-18T15:48:22.919+01:00
frequentation-gares,491b97a22f5c64b3c1ed71f6bc383672686890ca,39001,38081,34845,c,30311,32877,39001,33171,33171,39515,87212175,67270,30311,39515,38081,32877,34845,Wilwisheim,2022-11-18T15:48:22.919+01:00
frequentation-gares,1e57cd60701c869b921c2f044f4f26646776831e,160501,147471,164203,b,90890,162486,128401,130779,163474,152314,87213744,67290,113613,121851,117977,129989,131362,Wingen-sur-Moder,2022-11-18T15:48:22.919+01:00
frequentation-gares,d0acaf6990919f6b23867b00839a914d468215d4,7732,846,14320,c,1106,13623,7732,11946,11946,4995,87317511,80520,1106,4995,846,13623,14320,Woincourt,2022-11-18T15:48:22.919+01:00
frequentation-gares,5ade20cb71722a51e605730eacb0dd94a87477d4,14705,12777,16874,c,17810,17306,14705,17152,17152,15244,87193649,57115,17810,15244,12777,17306,16874,Zetting,2022-11-18T15:48:22.919+01:00
frequentation-gares,a852cfdffc285765cb2ff5e22e8baa3573905919,151538,120480,118944,b,74836,124771,121230,123802,154753,196646,87756387,6360,93545,157317,96384,99817,95155,Èze,2022-11-18T15:48:22.919+01:00
frequentation-gares,d63be0ce948caa3afceaaf76290b88b8dde51363,136641,65229,136556,b,38701,135482,109312,112643,140804,114164,87396564,72220,48377,91331,52183,108386,109245,Écommoy,2022-11-18T15:48:22.919+01:00
frequentation-gares,78739e0a59db25588fc7cd11dedf13cc8be19ac2,1943954,1582811,1886129,b,762769,1939326,1943954,1983810,1983810,1881227,87276394,95440,762769,1881227,1582811,1939326,1886129,Écouen - Ézanville,2022-11-18T15:48:22.919+01:00
